filepath,filename,page_count,keyword_context,is_handbook,error
"./PDF-files/Maschinenbau/2224_24.09.2023 Additive Fertigung - Werkstoffe, Entwicklung und Leichtbau.pdf","2224_24.09.2023 Additive Fertigung - Werkstoffe, Entwicklung und Leichtbau.pdf",46,"...wesen           Studien - und Prüfungsplan   mit  Modulhandbuch     Bachelor    Additive Fertigung – Werkstoffe,...",True,
./PDF-files/Maschinenbau/2245_25.09.2023 Automobiltechnologie - Nachhaltige Fahrzeug- und Antriebstechnik.pdf,2245_25.09.2023 Automobiltechnologie - Nachhaltige Fahrzeug- und Antriebstechnik.pdf,56,...Modulhandbuch A M / NAFA – SPO vom 22.03.2022 – Stand 14.09.202...,True,
./PDF-files/Maschinenbau/2232_24.09.2023 Allgemeiner Maschinenbau.pdf,2232_24.09.2023 Allgemeiner Maschinenbau.pdf,99,...Seite 1/99  Modulhandbuch zum Studiengang Allgemeinen Maschinenbau (M.Eng)...,True,
./PDF-files/Maschinenbau/2052_15.09.2023 Maschinenbau.pdf,2052_15.09.2023 Maschinenbau.pdf,125,...Modulhandbuch   des Bachelor studiengangs   Maschinenbau     ba...,True,
./PDF-files/Maschinenbau/1195_19.07.2023 Maschinenbau Produktionstechnik.pdf,1195_19.07.2023 Maschinenbau Produktionstechnik.pdf,42,...Modulhandbuch Maschinenbau Produktionstechnik  Stand: März 2023...,True,
./PDF-files/Maschinenbau/2312_28.09.2023 Industrial Engineering.pdf,2312_28.09.2023 Industrial Engineering.pdf,60,...Modulhandbuch für den Masterstudiengang Industrial Engineering...,True,
./PDF-files/Maschinenbau/2228_24.09.2023 Aerospace Engineering.pdf,2228_24.09.2023 Aerospace Engineering.pdf,84,...r of Science Programm   Aerospace Engineering     Modulhandbuch - spezifische Module / Module Handbook  - speci f...,True,
./PDF-files/Maschinenbau/1426_01.08.2023 Maschinenbau.pdf,1426_01.08.2023 Maschinenbau.pdf,346,...echnik und biobasierte  Faserwerkstoffe (M.Sc.)   Modulhandbuch / Module Handbook   Stand: 02.05.2023     © TU Da...,True,
./PDF-files/Maschinenbau/2374_29.07.2024 Maschinenbau.pdf,2374_29.07.2024 Maschinenbau.pdf,57,...Credits 30 30Login Kontakt Su che Drucken EnglishModulübersicht mit direkten Verlinkungen auf die jeweilige Modul...,True,
./PDF-files/Maschinenbau/2348_29.09.2023 Kunststofftechnik.pdf,2348_29.09.2023 Kunststofftechnik.pdf,172,...Modulhandbuch     Studiengang Automotive  (B. Eng.)   Studienga...,True,
./PDF-files/Maschinenbau/2061_15.09.2023 Maschinenbau.pdf,2061_15.09.2023 Maschinenbau.pdf,201,...Modulhandbuch zum Studiengang   Bachelor -Maschinenbau  FPO 201...,True,
./PDF-files/Maschinenbau/2305_28.09.2023 Fertigungstechnik.pdf,2305_28.09.2023 Fertigungstechnik.pdf,172,...Modulhandbuch     Studiengang Automotive  (B. Eng.)   Studienga...,True,
./PDF-files/Architektur/2376_29.07.2024 Architektur.pdf,2376_29.07.2024 Architektur.pdf,35,...A B.A.   Modulhandbuch   Seite 1          Unterlagen   für das interne A...,True,
./PDF-files/Erneuerbare Energien/1386_27.07.2023 Elektro- und Informationstechnik.pdf,1386_27.07.2023 Elektro- und Informationstechnik.pdf,194,...Stand:  11. März 2021         Modulhandbuch   Studiengang Elektro - und Informationstechnik...,True,
./PDF-files/Erneuerbare Energien/1453_03.08.2023 Nachhaltige Technische Prozesse.pdf,1453_03.08.2023 Nachhaltige Technische Prozesse.pdf,72,...Fakultät für Verfahrens - und Chemietechnik       Modulkatalog zum Studiengang   Nachhaltige Technische Prozesse...,True,
./PDF-files/Erneuerbare Energien/1418_28.07.2023 Green Engineering – Umwelt- und Energietechnik.pdf,1418_28.07.2023 Green Engineering – Umwelt- und Energietechnik.pdf,48,...–   Umwelt- und Energietechnik (GE) 2020      1   Modulhandbuch  des  Bachelor - Studiengangs      Green Engineer...,True,
./PDF-files/Erneuerbare Energien/1424_01.08.2023 Erneuerbare Energien.pdf,1424_01.08.2023 Erneuerbare Energien.pdf,75,...Albert-Ludwigs-Universität Freiburg Module Handbook B.A./B.Sc. Program Bachelor of Liberal Arts and S...,True,
./PDF-files/Erneuerbare Energien/1348_26.07.2023 Erneuerbare Energien.pdf,1348_26.07.2023 Erneuerbare Energien.pdf,66,...Modulhandbuch für den  Studiengang:  Erneuerbare Energien im Ma...,True,
./PDF-files/Erneuerbare Energien/1466_03.08.2023 Regenerative Energien Online.pdf,1466_03.08.2023 Regenerative Energien Online.pdf,101,...Modulhandbuch Online-Studiengang Regenerative Energien Bachelor...,True,
./PDF-files/Erneuerbare Energien/1421_28.07.2023 International Energy Engineering.pdf,1421_28.07.2023 International Energy Engineering.pdf,44,...Course Catalogue   Modulhandbuch     International Energy Engineering   Internatio...,True,
./PDF-files/Erneuerbare Energien/1367_27.07.2023 Clean Energy Processes.pdf,1367_27.07.2023 Clean Energy Processes.pdf,119,"...on of examination regulation: 20212) The enclosed module handbook contains both the modules of the specialisation ""...",True,
./PDF-files/Erneuerbare Energien/1462_03.08.2023 Regenerative Energien.pdf,1462_03.08.2023 Regenerative Energien.pdf,428,...Modulhandbuch Wintersemester 2023 236 Regenerative Energien   I...,True,
./PDF-files/Erneuerbare Energien/1390_28.07.2023 Energiesysteme und -wirtschaft.pdf,1390_28.07.2023 Energiesysteme und -wirtschaft.pdf,34,...Modulhandbuch...,True,
./PDF-files/Erneuerbare Energien/1509_07.08.2023 Wind Engineering.pdf,1509_07.08.2023 Wind Engineering.pdf,49,...Module Handbook - Master „Wind Energy Engineering“  1    Last upd...,True,
./PDF-files/Erneuerbare Energien/1500_07.08.2023 Umwelt- und Prozessingenieurwesen.pdf,1500_07.08.2023 Umwelt- und Prozessingenieurwesen.pdf,349,...Modulhandbuch Studiengang Umwelt- und Prozessingenieurwesen Mod...,True,
./PDF-files/Erneuerbare Energien/1028_12.07.2023 Nachhaltige Energiesysteme.pdf,1028_12.07.2023 Nachhaltige Energiesysteme.pdf,91,...Badstr. 24 77652 Offenburg Modulhandbuch Nachhaltige Energiesysteme (NES)   Druckdatum: 20...,True,
./PDF-files/Erneuerbare Energien/1362_27.07.2023 Automatisierte Energiesysteme.pdf,1362_27.07.2023 Automatisierte Energiesysteme.pdf,70,"...atisierte Energiesysteme""  Master of Engineering  Modulhandbuch Stand vom Mai 2023 © 2023 Technische Hochschule W...",True,
./PDF-files/Erneuerbare Energien/1355_27.07.2023 Erneuerbare Energien Management.pdf,1355_27.07.2023 Erneuerbare Energien Management.pdf,42,...gen - Werkstoffe - Anwendungen      Stand 12.5.17 Modulkatalog  Modulcode Modulbezeichnung Zuordnung MEM1030 Cli...,True,
./PDF-files/Erneuerbare Energien/1410_28.07.2023 Energiewirtschaft.pdf,1410_28.07.2023 Energiewirtschaft.pdf,37,...Anlage 5   Modulhandbuch des Studiengangs       Studiengang Energiewirtsch...,True,
./PDF-files/Erneuerbare Energien/1477_04.08.2023 Renewable Energy Systems.pdf,1477_04.08.2023 Renewable Energy Systems.pdf,54,"...ions, can be held in Ger- man as specified in the module handbook.     All modules are either compulsory or electiv...",True,
./PDF-files/Erneuerbare Energien/1473_04.08.2023 Renewable Energy _4 Semester.pdf,1473_04.08.2023 Renewable Energy _4 Semester.pdf,54,...of Computer Science and Engineering     Inhalt   Module handbook  ................................ ..................,True,
./PDF-files/Erneuerbare Energien/1409_28.07.2023 Energiewirtschaft.pdf,1409_28.07.2023 Energiewirtschaft.pdf,105,...Anlage 5   Modulhandbuch des Studiengangs   Energiewirtschaft   Bachelor...,True,
./PDF-files/Erneuerbare Energien/1382_27.07.2023 Elektrotechnik_berufsbegleitendes Verbundstudium.pdf,1382_27.07.2023 Elektrotechnik_berufsbegleitendes Verbundstudium.pdf,87,...Modulhandbuch      zum Verbundstudiengang   Elektrotechnik (B.E...,True,
./PDF-files/Erneuerbare Energien/1396_28.07.2023 Energie- und Gebäudetechnik im Praxisverbund.pdf,1396_28.07.2023 Energie- und Gebäudetechnik im Praxisverbund.pdf,52,...echnik im Praxisverbund (EGTiP) 2018     1        Modulhandbuch  der  Bachelor - Studiengänge      Energie- und G...,True,
./PDF-files/Erneuerbare Energien/1359_27.07.2023 Sustainable Energy Systems _erneuerbare Energien und Energieeffizienz.pdf,1359_27.07.2023 Sustainable Energy Systems _erneuerbare Energien und Energieeffizienz.pdf,44,...Modulhandbuch Studiengang Bachelor Sustainable Energy Systems (...,True,
./PDF-files/Erneuerbare Energien/1479_04.08.2023 Ressourcenmanagement im Klimawandel _Berufsbegleitendes Studienprogramm des Graduate Campus Hochschule Aalen.pdf,1479_04.08.2023 Ressourcenmanagement im Klimawandel _Berufsbegleitendes Studienprogramm des Graduate Campus Hochschule Aalen.pdf,44,...1Master Ressourcenmanagement im Klimawandel MODULHANDBUCH EPO-Version 801 Stand: 17.02.2023 2Inhaltsverzeic...,True,
./PDF-files/Erneuerbare Energien/1385_27.07.2023 Elektro- und Informationstechnik.pdf,1385_27.07.2023 Elektro- und Informationstechnik.pdf,80,...Modulhandbuch für den Master -Studiengang  Elektro - und Inform...,True,
"./PDF-files/Erneuerbare Energien/1504_07.08.2023 Verfahrenstechnik, Energie-, Umwelt- und Biotechnologie.pdf","1504_07.08.2023 Verfahrenstechnik, Energie-, Umwelt- und Biotechnologie.pdf",73,...Modulhandbuch     Bachelor -Studiengang   Verfahrenstechnik – E...,True,
./PDF-files/Erneuerbare Energien/1400_28.07.2023 Energie-und Umweltmanagement.pdf,1400_28.07.2023 Energie-und Umweltmanagement.pdf,45,...Modulhandbuch Energie- und Umweltmanagement (B.Sc.) Hochschule...,True,
./PDF-files/Erneuerbare Energien/1510_07.08.2023 Zukunftsfähige Energie- und Umweltsysteme.pdf,1510_07.08.2023 Zukunftsfähige Energie- und Umweltsysteme.pdf,26,...1              Modulhandbuch für den S tudiengang   Zukunftsfähige Energie - u...,True,
./PDF-files/Erneuerbare Energien/1484_04.08.2023 Solar Energy Engineering.pdf,1484_04.08.2023 Solar Energy Engineering.pdf,101,...1    M.Sc. Solar Energy Engineering (SEE)   Module Handbook     Version 1.3  Last edit on 06.02.202 3     2...,True,
./PDF-files/Erneuerbare Energien/1483_04.08.2023 Smart Energy Systems.pdf,1483_04.08.2023 Smart Energy Systems.pdf,44,...Modulhandbuch   Smart Energy Systems (SPO WS 21/22)  Fakultät T...,True,
./PDF-files/Erneuerbare Energien/1498_07.08.2023 Umwelttechnik.pdf,1498_07.08.2023 Umwelttechnik.pdf,104,...Modulhandbuch des Studiengangs Um w elttechnik Bachelor of Engi...,True,
"./PDF-files/Erneuerbare Energien/1388_28.07.2023 Energie-, Gebäude- und Umweltmanagement.pdf","1388_28.07.2023 Energie-, Gebäude- und Umweltmanagement.pdf",37,...Seite 1             Modulhandbuch      des   Master Studiengangs   Energie - und Ge...,True,
./PDF-files/Erneuerbare Energien/1419_28.07.2023 Green Technology Management.pdf,1419_28.07.2023 Green Technology Management.pdf,94,...Modulhandbuch für den Studiengang   Green Technology Management...,True,
./PDF-files/Erneuerbare Energien/1444_02.08.2023 Nachhaltige Energietechnik.pdf,1444_02.08.2023 Nachhaltige Energietechnik.pdf,165,...Modulhandbuch    Beschreibung des Studiengangs  Nachhaltige Ene...,True,
./PDF-files/Umweltingenieurwissenschaften/1218_20.07.2023 Umweltingenieurwissenschaften.pdf,1218_20.07.2023 Umweltingenieurwissenschaften.pdf,86,...Modulhandbuch  |  B.Sc. Umweltingenieurwissenschaften  |  01.04...,True,
./PDF-files/Umweltingenieurwissenschaften/909_06.07.2023 Umweltingenieurwesen.pdf,909_06.07.2023 Umweltingenieurwesen.pdf,151,...Modulhandbuch Bachelo r of Science Umweltingenieu rwesen Univer...,True,
./PDF-files/Umweltingenieurwissenschaften/1222_20.07.2023 Umweltingenieurwissenschaften.pdf,1222_20.07.2023 Umweltingenieurwissenschaften.pdf,85,...achelorarbeit   6    165 30 165 12                Modulhandbuch UIB ( Module guide)         1     Bauhaus -Univer...,True,
./PDF-files/Umweltingenieurwissenschaften/1365_27.07.2023 BWL - Energie- und Wassermanagement.pdf,1365_27.07.2023 BWL - Energie- und Wassermanagement.pdf,160,...BWL ­ Energie­ und Wassermanagement Modulhandbuch Bachelor of Arts (B. A.) (für Studierende mit Stu...,True,
./PDF-files/Umweltingenieurwissenschaften/1223_20.07.2023 Umweltingenieurwissenschaften.pdf,1223_20.07.2023 Umweltingenieurwissenschaften.pdf,63,...345 345 30 24               Summe       120     Modulhandbuch UIM ( Module guide)         1     Bauhaus -Univer...,True,
./PDF-files/Umweltingenieurwissenschaften/915_06.07.2023 Umweltingenieurwissenschaften.pdf,915_06.07.2023 Umweltingenieurwissenschaften.pdf,63,...345 345 30 24               Summe       120     Modulhandbuch UIM ( Module guide)         1     Bauhaus -Univer...,True,
./PDF-files/Umweltingenieurwissenschaften/1364_27.07.2023 BWL - Energie- und Wassermanagement.pdf,1364_27.07.2023 BWL - Energie- und Wassermanagement.pdf,160,...BWL ­ Energie­ und Wassermanagement Modulhandbuch Bachelor of Arts (B. A.) (für Studierende mit Stu...,True,
./PDF-files/Umweltingenieurwissenschaften/1758_20.08.2023 Umwelt- und Prozessingenieurwesen.pdf,1758_20.08.2023 Umwelt- und Prozessingenieurwesen.pdf,349,...Modulhandbuch Studiengang Umwelt- und Prozessingenieurwesen Mod...,True,
./PDF-files/Elektrotechnik/1986_10.09.2023 Elektro- und Informationstechnik.pdf,1986_10.09.2023 Elektro- und Informationstechnik.pdf,41,...genieurwissenschaften                             Modulhandbuch     für den Bachelor -Studiengang   Elektro - und...,True,
./PDF-files/Elektrotechnik/961_09.07.2023 Elektrotechnik Automatisierungstechnik.pdf,961_09.07.2023 Elektrotechnik Automatisierungstechnik.pdf,85,...MODULHANDBUCH   Bachelorstudiengang „Elektro - und Automatisier...,True,
./PDF-files/Elektrotechnik/1977_10.09.2023 Elektrotechnik - Automation.pdf,1977_10.09.2023 Elektrotechnik - Automation.pdf,58,...Modulhandbuch Elektrotechnik - Automation (M.Sc.) Hochschule Mi...,True,
./PDF-files/Elektrotechnik/1312_25.07.2023 Elektrotechnik.pdf,1312_25.07.2023 Elektrotechnik.pdf,122,...Modulhandbuch   des Bachelorstudiengangs   Elektrotechnik...,True,
./PDF-files/Elektrotechnik/2153_20.09.2023 Elektrotechnik dual.pdf,2153_20.09.2023 Elektrotechnik dual.pdf,150,...k 3 2017 2/2.5Login Kontakt Su che Drucken EnglishModulübersicht mit direkten Verlinkungen auf die jeweilige Modul...,True,
./PDF-files/Elektrotechnik/1973_10.09.2023 Elektrotechnik.pdf,1973_10.09.2023 Elektrotechnik.pdf,177,...Modulhandbuch zum Studiengang   Bachelor-Elektrotechnik FPO 201...,True,
./PDF-files/Elektrotechnik/2286_26.09.2023 Elektrotechnik.pdf,2286_26.09.2023 Elektrotechnik.pdf,74,...Modulhandbuch Studiengang Elektrotechnik Modulhandbuch Fakultät...,True,
./PDF-files/Elektrotechnik/2201_22.09.2023 Höheres Lehramt an beruflichen Schulen - Elektro- und Informationstechnik.pdf,2201_22.09.2023 Höheres Lehramt an beruflichen Schulen - Elektro- und Informationstechnik.pdf,21,...engang   Höheres Lehramt an beruflichen Schulen  -Modulhandbuch- ________________________________________________...,True,
./PDF-files/Elektrotechnik/1976_10.09.2023 Elektrotechnik - Automation.pdf,1976_10.09.2023 Elektrotechnik - Automation.pdf,61,...Modulhandbuch Elektrotechnik - Automation (B.Eng.) Hochschule M...,True,
./PDF-files/Verfahrenstechnik/1643_13.08.2023 Chemietechnik Umwelttechnik.pdf,1643_13.08.2023 Chemietechnik Umwelttechnik.pdf,66,...Modulhandbuch Studiengang Bachelor Chemietechnik/Umwelttechnik...,True,
./PDF-files/Verfahrenstechnik/1597_12.08.2023 Biotechnologie.pdf,1597_12.08.2023 Biotechnologie.pdf,75,...Fakultät  für Biotechnologie                   Modulhandbuch Version: 12/2020           (Änderungen: 03/2022)...,True,
./PDF-files/Verfahrenstechnik/1651_14.08.2023 Chemische Technik.pdf,1651_14.08.2023 Chemische Technik.pdf,68,...Fakultät für Verfahrens - und Chemietechnik       Modulkatalog zum Studiengang   Chemische Techni k Bachelor  (C...,True,
./PDF-files/Verfahrenstechnik/1670_16.08.2023 Lebensmittelsicherheit.pdf,1670_16.08.2023 Lebensmittelsicherheit.pdf,82,...Variante  Lebensmittelsicherheit – dual (B.Sc.)   Modulhandbuch   Stand: 21.04.202 3    1   Übersicht Modu lhandb...,True,
./PDF-files/Verfahrenstechnik/1538_09.08.2023 Umwelt- und Verfahrenstechnik.pdf,1538_09.08.2023 Umwelt- und Verfahrenstechnik.pdf,39,...Modulhandbuch Umwelt - und Verfahrenstechnik  Stand:  März 2023...,True,
./PDF-files/Verfahrenstechnik/1602_12.08.2023 Bio- und Chemieingenieurwesen.pdf,1602_12.08.2023 Bio- und Chemieingenieurwesen.pdf,724,...Modulhandbuch    Beschreibung des Studiengangs  Bio- und  Chemi...,True,
./PDF-files/Verfahrenstechnik/1607_13.08.2023 Bio- und Prozess-Technologie.pdf,1607_13.08.2023 Bio- und Prozess-Technologie.pdf,70,...1 Modulkatalog des Studiengangs Bio- und Prozess-Technologie Kür...,True,
./PDF-files/Verfahrenstechnik/1636_13.08.2023 Chemieingenieurwesen_Farbe und Lack.pdf,1636_13.08.2023 Chemieingenieurwesen_Farbe und Lack.pdf,84,...Modulhandbuch     für den    Bachelor‐Studiengang    Chemieinge...,True,
./PDF-files/Verfahrenstechnik/1548_09.08.2023 Verfahrenstechnik.pdf,1548_09.08.2023 Verfahrenstechnik.pdf,72,...andte Biowissenschaften und  Prozesstechnik       Modulhandbuch   Bachelor -Studiengang   Verfahrenstechnik   201...,True,
./PDF-files/Verfahrenstechnik/1645_14.08.2023 Chemie- und Bioingenieurwesen.pdf,1645_14.08.2023 Chemie- und Bioingenieurwesen.pdf,101,...Modulhandbuch Bachelor of Science (B.Sc.) Chemie- und Bioingeni...,True,
./PDF-files/Verfahrenstechnik/1778_20.08.2023 Wirtschaftsingenieurwesen_Maschinenbau.pdf,1778_20.08.2023 Wirtschaftsingenieurwesen_Maschinenbau.pdf,376,...Modulhandbuch    Beschreibung des Studiengangs  Wirtschaftsinge...,True,
./PDF-files/Verfahrenstechnik/1678_16.08.2023 Life Science Engineering.pdf,1678_16.08.2023 Life Science Engineering.pdf,207,...Modulhandbuch Wintersemester 2023 417 Life Science Engineering...,True,
"./PDF-files/Verfahrenstechnik/1511_08.08.2023 Biotechnologie, Lebensmitteltechnologie und Verfahrenstechnik.pdf","1511_08.08.2023 Biotechnologie, Lebensmitteltechnologie und Verfahrenstechnik.pdf",64,"...Studienkonzept1),   Studienplanübersicht  und   Modulhandbuch    Bachelorstudiengang  Biotechnologie-Verfahrens...",True,
./PDF-files/Verfahrenstechnik/1676_16.08.2023 Lebensmitteltechnologie_Lebensmittelwirtschaft _praxisintegriert dual.pdf,1676_16.08.2023 Lebensmitteltechnologie_Lebensmittelwirtschaft _praxisintegriert dual.pdf,60,...Hochschule  Bremerhaven  Modulhandbuch   Lebensmitteltechnologie / -wirtschaft   (praxis...,True,
./PDF-files/Verfahrenstechnik/1614_13.08.2023 Chemical Engineering.pdf,1614_13.08.2023 Chemical Engineering.pdf,126,...Modulhandbuch / Module Guide     MASTER Chemical Engineering (M...,True,
./PDF-files/Verfahrenstechnik/1575_11.08.2023 Angewandte Chemie.pdf,1575_11.08.2023 Angewandte Chemie.pdf,128,"...- 1 -  DokID: AC_1060_VO_Modulhandbuch_Bachelor_SPO2019_public     Vers. 8, 08.03.2023,...",True,
./PDF-files/Verfahrenstechnik/1675_16.08.2023 Lebensmitteltechnologie_Lebensmittelwirtschaft.pdf,1675_16.08.2023 Lebensmitteltechnologie_Lebensmittelwirtschaft.pdf,80,...ltec hnologie/Lebensmittelwirtschaft  (LTW)       Modulhandbuch       Inhaltsverzeichnis   Modulübersicht  .........,True,
./PDF-files/Verfahrenstechnik/1741_19.08.2023 Sustainable Engineering - Nachhaltige Produkte und Prozesse.pdf,1741_19.08.2023 Sustainable Engineering - Nachhaltige Produkte und Prozesse.pdf,147,...Modulhandbuch  Sustainable Engineering – Nachhaltige  Produkte...,True,
./PDF-files/Verfahrenstechnik/1557_10.08.2023 Verfahrenstechnik_Chemieingenieurwesen.pdf,1557_10.08.2023 Verfahrenstechnik_Chemieingenieurwesen.pdf,225,...Modulhandbuch   des Master studiengangs   Verfahrenstechnik/...,True,
./PDF-files/Verfahrenstechnik/1595_12.08.2023 Biotechnologie.pdf,1595_12.08.2023 Biotechnologie.pdf,76,...Modulhandbuch     für den     Bachelor -Studiengang     Biotech...,True,
./PDF-files/Verfahrenstechnik/1533_09.08.2023 Pharmaverfahrenstechnik.pdf,1533_09.08.2023 Pharmaverfahrenstechnik.pdf,114,...Modulhandbuch    Beschreibung des Studiengangs  Pharmaverfahren...,True,
./PDF-files/Verfahrenstechnik/1775_20.08.2023 Wirtschaftsingenieurwesen.pdf,1775_20.08.2023 Wirtschaftsingenieurwesen.pdf,228,"...ademie Freiberg  Nr. 14, Heft 2 vom 12. Mai 2021  Modulhandbuch  für den  Masterstudiengang  Wirtschaftsingenieur...",True,
./PDF-files/Verfahrenstechnik/1763_20.08.2023  Verfahrens- und Prozesstechnik.pdf,1763_20.08.2023  Verfahrens- und Prozesstechnik.pdf,115,...Modulhandbuch     Beschreibung der Module zum berufsintegrieren...,True,
./PDF-files/Verfahrenstechnik/1541_09.08.2023 Umweltverfahrenstechnik.pdf,1541_09.08.2023 Umweltverfahrenstechnik.pdf,62,,True,
./PDF-files/Verfahrenstechnik/1588_11.08.2023 Bioengineering.pdf,1588_11.08.2023 Bioengineering.pdf,98,...e und  Qualitätsmanagement4 4 P 5 4 BE_26Elective modules 1 Wahlpflichtkatalog 18 8 P 12 8 BE_27Elective modu...,True,
./PDF-files/Verfahrenstechnik/1549_09.08.2023 Verfahrenstechnik.pdf,1549_09.08.2023 Verfahrenstechnik.pdf,72,...andte Biowissenschaften und  Prozesstechnik       Modulhandbuch   Bachelor -Studiengang   Verfahrenstechnik   201...,True,
./PDF-files/Verfahrenstechnik/1594_12.08.2023 Biotechnologie.pdf,1594_12.08.2023 Biotechnologie.pdf,80,...Modulhandbuch Studiengang Bachelor Biotechnologie (PO 2022) Hoc...,True,
./PDF-files/Verfahrenstechnik/1740_19.08.2023 Sales Engineering and Product Management.pdf,1740_19.08.2023 Sales Engineering and Product Management.pdf,214,...ang  Sales E ngineering a nd P roduct Management  Modulhandbuch  Gültig ab Sommersemester 2023  Ergänzen d zu de...,True,
./PDF-files/Verfahrenstechnik/1745_19.08.2023 Technologie biogener Rohstoffe.pdf,1745_19.08.2023 Technologie biogener Rohstoffe.pdf,130,...esources Generated on 21.10.20222 of 130 Index of module handbook descriptions (SPO tree) Alphabetical index can be...,True,
./PDF-files/Verfahrenstechnik/1515_08.08.2023 Bioverfahrenstechnik.pdf,1515_08.08.2023 Bioverfahrenstechnik.pdf,130,...Modulhandbuch  des Bachelor-Studiengangs        Bioverfahrenste...,True,
./PDF-files/Verfahrenstechnik/1609_13.08.2023 Chemical and Energy Engineering.pdf,1609_13.08.2023 Chemical and Energy Engineering.pdf,72,...c3%bccher+ab+Immatrikulation+Wi ntersemester+2020/Modulhandbuch+vom+01_03_2021_unter+Vorbehalt -p- 16528.pdf...,True,
./PDF-files/Verfahrenstechnik/1598_12.08.2023 Biotechnologie.pdf,1598_12.08.2023 Biotechnologie.pdf,94,...Masterstudiengang Biotechnologie       Modulkatalog             Universität des Saarlandes...,True,
./PDF-files/Verfahrenstechnik/1567_10.08.2023 Verfahrenstechnik und Umwelttechnik.pdf,1567_10.08.2023 Verfahrenstechnik und Umwelttechnik.pdf,67,...Modulhandbuch für den Studiengang Verfahrens -und Umwelttechnik...,True,
./PDF-files/Verfahrenstechnik/1585_11.08.2023 Betriebswirtschaft_Nachhaltigkeit und Ressourceneffizienz.pdf,1585_11.08.2023 Betriebswirtschaft_Nachhaltigkeit und Ressourceneffizienz.pdf,29,...MODULHANDBUCH        STUDIENGANGSCHWERPUNKT    BW /   NACHHALTI...,True,
./PDF-files/Verfahrenstechnik/1729_18.08.2023 Process Safety and Environmental Engineering.pdf,1729_18.08.2023 Process Safety and Environmental Engineering.pdf,67,...1                 Module Catalogue       Master Program        Process Safety  and...,True,
./PDF-files/Verfahrenstechnik/1725_18.08.2023 Physical Engineering_Technik-Entwicklung.pdf,1725_18.08.2023 Physical Engineering_Technik-Entwicklung.pdf,102,...Bachelor of Science               Modulhandbuchdummy dummy                     PO12...,True,
./PDF-files/Verfahrenstechnik/1630_13.08.2023 Chemieingenieurwesen.pdf,1630_13.08.2023 Chemieingenieurwesen.pdf,102,...UNIVERSITÄT PADERBORN FAKULTÄT FÜR MASCHINENBAU MODULHANDBUCH FÜR DEN BACHELORSTUDIENGANG CHEMIEINGENIEURWESEN...,True,
"./PDF-files/Verfahrenstechnik/1558_10.08.2023 Verfahrenstechnik, Dual (Ausbildung oder Trainee).pdf","1558_10.08.2023 Verfahrenstechnik, Dual (Ausbildung oder Trainee).pdf",54,...Modulhandbuch  des Bachelorstudienganges   Verfahrenstechnik...,True,
./PDF-files/Verfahrenstechnik/1516_08.08.2023 Bioverfahrenstechnik.pdf,1516_08.08.2023 Bioverfahrenstechnik.pdf,181,...Modulhandbuch Master of Science (M.Sc.) Bioverfahrenstechnik Ko...,True,
./PDF-files/Verfahrenstechnik/1657_14.08.2023 Engineering.pdf,1657_14.08.2023 Engineering.pdf,160,"...mie Freiberg  Nr. 32, Heft 2 vom 20. Oktober 2022 Modulhandbuch  für den  Bachelorstudiengang  Engineering    Inh...",True,
./PDF-files/Verfahrenstechnik/1774_20.08.2023 Wirtschaftsingenieurwesen.pdf,1774_20.08.2023 Wirtschaftsingenieurwesen.pdf,480,"...Freiberg  Nr. 42, Heft 2 vom 29. September 2021   Modulhandbuch  für den  Diplomstudiengang  Wirtschaftsingenieur...",True,
./PDF-files/Verfahrenstechnik/1664_16.08.2023 Green Engineering.pdf,1664_16.08.2023 Green Engineering.pdf,80,...Modulhandbuch B.Eng. Green Engineering: Grundstudium 60 CP BGE-...,True,
./PDF-files/Verfahrenstechnik/1773_20.08.2023 Wirtschaftsingenieurwesen.pdf,1773_20.08.2023 Wirtschaftsingenieurwesen.pdf,186,...Modulhandbuch  für den  Bachelorstudiengang  Wirtschaftsingenie...,True,
./PDF-files/Verfahrenstechnik/1757_20.08.2023 Umwelt- und Georessourcenmanagement.pdf,1757_20.08.2023 Umwelt- und Georessourcenmanagement.pdf,42,...Modulkatalog Master of Science - 739 Umwelt- und Georessourcen...,True,
./PDF-files/Verfahrenstechnik/1561_10.08.2023 Verfahrenstechnik und Chemieingenieurwesen.pdf,1561_10.08.2023 Verfahrenstechnik und Chemieingenieurwesen.pdf,88,"...mie Freiberg  Nr. 31, Heft 2 vom 20. Oktober 2022 Modulhandbuch  für den  Diplomstudiengang Verfahrenstechnik und...",True,
./PDF-files/Verfahrenstechnik/1671_16.08.2023 Lebensmittelsicherheit.pdf,1671_16.08.2023 Lebensmittelsicherheit.pdf,51,...(Idstein)   Lebensmittelsicherheit (M .Sc.)   Modulhandbuch   Stand: 24.05.202 3    Der Beginn des Master -St...,True,
./PDF-files/Verfahrenstechnik/1762_20.08.2023 Verfahrens- und Prozesstechnik.pdf,1762_20.08.2023 Verfahrens- und Prozesstechnik.pdf,115,...Modulhandbuch     Beschreibung der Module zum berufsintegrieren...,True,
./PDF-files/Verfahrenstechnik/1562_10.08.2023 Verfahrenstechnik und Chemieingenieurwesen.pdf,1562_10.08.2023 Verfahrenstechnik und Chemieingenieurwesen.pdf,72,"...ademie Freiberg  Nr. 25, Heft 2 vom 15. Juli 2022 Modulhandbuch  für den  Masterstudiengang  Verfahrenstechnik...",True,
