filepath,status,reason,score,matched_groups,matched_group_count
./PDF-files/Wirtschaftsingenieurwesen/180_15-05-2023 Technisches Innovationsmanagement.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Wirtschaftsingenieurwesen/388_30.05.2023 Wirtschaftsingenieurwesen (Bau und Immobilien).pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Wirtschaftsingenieurwesen/558_13.06.2023 Business Administration and Engineering.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Wirtschaftsingenieurwesen/235_ 17.05.2023  Wirtschaftsingenieurwesen.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Wirtschaftsingenieurwesen/319_24.05.2023 Wirtschaftsingenieurwesen.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Wirtschaftsingenieurwesen/440_05.06.2023 Wirtschaftsingenieurwesen - Energiesysteme.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Wirtschaftsingenieurwesen/297_23.05.2023 Wirtschaftsingenieurwesen.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Wirtschaftsingenieurwesen/553_13.06.2023 Wirtschaftsingenieurwesen  Werkstoff- und Prozesstechnik.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
"./PDF-files/Wirtschaftsingenieurwesen/168_12-05-2023 Sustainable Resources, Engineering and Management.pdf",scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Wirtschaftsingenieurwesen/19_02-05-2023 Internationales Wirtschaftsingenieurwesen.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Wirtschaftsingenieurwesen/90_08-05-2023 Immobilientechnik und Immobilienwirtschaft.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Wirtschaftsingenieurwesen/578_14.06.2023 Unternehmenslogistik.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Wirtschaftsingenieurwesen/531_12.06.2023 Wirtschaftsingenieurwesen (Schwerpunkt Management).pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Wirtschaftsingenieurwesen/460_06.06.2023 Wirtschaftsingenieurwesen für Verfahrens- und Energietechnik.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Wirtschaftsingenieurwesen/528_12.06.2023 Wirtschaftsingenieurwesen Produkt- und Innovationsmanagement.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Wirtschaftsingenieurwesen/138_11-05-2023 MBA & Engineering.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Wirtschaftsingenieurwesen/322_24.05.2023 Wirtschaftsingenieurwesen.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Wirtschaftsingenieurwesen/424_03.06.2023 Wirtschaftsingenieurwesen Elektrotechnik.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Wirtschaftsingenieurwesen/99_08-05-2023 Industrial Engineering und Management.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Wirtschaftsingenieurwesen/365_27.05.2023 Wirtschaftsingenieurwesen.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Wirtschaftsingenieurwesen/279_21.05.2023 Wirtschaftsingenieurwesen.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Wirtschaftsingenieurwesen/83_08-05-2023 Entwicklung und Management im Maschinen und Automobilbau.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Wirtschaftsingenieurwesen/50_04-05-2023 Digitale Technologien.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Wirtschaftsingenieurwesen/503_08.06.2023 Wirtschaftsingenieurwesen.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Wirtschaftsingenieurwesen/357_26.05.2023 Wirtschaftsingenieurwesen.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Wirtschaftsingenieurwesen/385_29.05.2023 Wirtschaftsingenieurwesen Bauingenieurwesen.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Wirtschaftsingenieurwesen/118_09-05-2023 International Product and Service Management.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Wirtschaftsingenieurwesen/376_29.05.2023 Wirtschaftsingenieurwesen Automotive (Recklinghausen).pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Wirtschaftsingenieurwesen/171_12-05-2023 Systems Engineering.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Wirtschaftsingenieurwesen/24_02-05-2023 Logistik.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Wirtschaftsingenieurwesen/261_19.05.2023 Wirtschaftsingenieurwesen.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Wirtschaftsingenieurwesen/491_08.06.2023 Wirtschaftsingenieurwesen_Maschinenbau.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Wirtschaftsingenieurwesen/165_12-05-2023 Sustainable Business and Technology.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Wirtschaftsingenieurwesen/410_01.06.2023 Wirtschaftsingenieurwesen - Digital Production Management.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Wirtschaftsingenieurwesen/293_23.05.2023 Wirtschaftsingenieurwesen.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
"./PDF-files/Wirtschaftsingenieurwesen/393_30.05.2023 Wirtschaftsingenieurwesen, berufsbegleitend.pdf",scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Wirtschaftsingenieurwesen/95_08-05-2023 Industrial Engineering.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Wirtschaftsingenieurwesen/84_08-05-2023 Erneuerbare Energien.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Wirtschaftsingenieurwesen/358_26.05.2023 Wirtschaftsingenieurwesen.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Wirtschaftsingenieurwesen/10_29-04-2023 Engineering Technisches Management.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Wirtschaftsingenieurwesen/117_09-05-2023 Studiengang Industrial and Business Systems.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Wirtschaftsingenieurwesen/951_07.07.2023 Wirtschaftsingenieurwesen - technische Fachrichtung Bauingenieurwesen.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Wirtschaftsingenieurwesen/431_04.06.2023 Wirtschaftsingenieurwesen Elektrotechnik und Informationstechnik.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Wirtschaftsingenieurwesen/134_10-05-2023 Management für Ingenieur- und Naturwissenschaften.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Wirtschaftsingenieurwesen/547_13.06.2023 Wirtschaftsingenieurwesen Technologie und Nachhaltigkeit.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Wirtschaftsingenieurwesen/111_09-05-2023 International Business Administration and Engineering.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Wirtschaftsingenieurwesen/492_20.08.2023 Wirtschaftsingenieurwesen_Maschinenbau.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Wirtschaftsingenieurwesen/442_05.06.2023 Wirtschaftsingenieurwesen - Energiesysteme.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Wirtschaftsingenieurwesen/524_12.06.2023 Wirtschaftsingenieurwesen Produktionstechnik.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Wirtschaftsingenieurwesen/391_30.05.2023 Wirtschaftsingenieurwesen (berufsbegleitend).pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Wirtschaftsingenieurwesen/159_12-05-2023 Service Engineering.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Wirtschaftsingenieurwesen/288_23.05.2023 Wirtschaftsingenieurwesen.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Wirtschaftsingenieurwesen/17_29-04-2023 Internationales Wirtschaftsingenieurwesen.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Wirtschaftsingenieurwesen/309_23.05.2023 Wirtschaftsingenieurwesen.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Wirtschaftsingenieurwesen/355_26.05.2023 Wirtschaftsingenieurwesen.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Wirtschaftsingenieurwesen/229_  17.05.2023 Wirtschaftsingenieurwesen.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Wirtschaftsingenieurwesen/273_ 21.05.2023 Wirtschaftsingenieurwesen.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Wirtschaftsingenieurwesen/387_30.05.2023 Wirtschaftsingenieurwesen_Bautechnik und -management.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Wirtschaftsingenieurwesen/110_09-05-2023 Interkulturelles Unternehmens und Technologiemanagement.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Wirtschaftsingenieurwesen/31_03-05-2023 Bauingenieurwesen.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Wirtschaftsingenieurwesen/25_02-05-2023 Management [Bau Immobilien Infrastruktur].pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Wirtschaftsingenieurwesen/32_03-05-2022 Baumanagement und Baubetrieb.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Wirtschaftsingenieurwesen/456_06.06.2023 Wirtschaftsingenieurwesen für Elektro- und Informationstechnik.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Wirtschaftsingenieurwesen/224_17.05.2023 Wirtschaftsingenieurwesen.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Wirtschaftsingenieurwesen/254_19.05.2023 Wirtschaftsingenieurwesen.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Wirtschaftsingenieurwesen/239_17.05.2023 Wirtschaftsingenieurwesen.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Wirtschaftsingenieurwesen/557_13.06.2023 Business Administration and Engineering.pdf,scanned,,0.8,assessment;content;credits_workload;modul_title,4
./PDF-files/Wirtschaftsingenieurwesen/337_ 25.05.2023 Wirtschaftsingenieurwesen.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Wirtschaftsingenieurwesen/518_ 12.06.2023 Wirtschaftsingenieurwesen Online.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Wirtschaftsingenieurwesen/265_21.05.2023 Wirtschaftsingenieurwesen.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Wirtschaftsingenieurwesen/88_08-05-2023 Global Foresight and Technology Management.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Wirtschaftsingenieurwesen/568_14.06.2023 Engineering and Management.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Wirtschaftsingenieurwesen/23_02-05-2023 Logistics.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Wirtschaftsingenieurwesen/174_12-05-2023 TECHNICAL CONSULTING UND MANAGEMENT.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Wirtschaftsingenieurwesen/561_13.06.2023 Business Engineering.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Wirtschaftsingenieurwesen/156_11-05-2023 Qualitätsingenieurwesen.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Wirtschaftsingenieurwesen/106_09-05-2023 Master Innovation and Entrepreneurship.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Wirtschaftsingenieurwesen/314_24.05.2023 Wirtschaftsingenieurwesen.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Wirtschaftsingenieurwesen/428_04.06.2023 Wirtschaftsingenieurwesen Elektrotechnik.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Wirtschaftsingenieurwesen/517_12.06.2023 Wirtschaftsingenieurwesen online.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Wirtschaftsingenieurwesen/368_27.05.2023 Wirtschaftsingenieurwesen.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Wirtschaftsingenieurwesen/225_17.05.2023 Wirtschaftsingenieurwesen.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Wirtschaftsingenieurwesen/16_29-04-2023 Internationales Wirtschaftsingenieurwesen.pdf,scanned,,0.6,assessment;credits_workload;modul_title,3
./PDF-files/Wirtschaftsingenieurwesen/525_12.06.2023 Wirtschaftsingenieurwesen Produktionstechnik.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Wirtschaftsingenieurwesen/105_09-05-2023 Ingenieurwissenschaften.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Wirtschaftsingenieurwesen/369_27.05.2023 Wirtschaftsingenieurwesen.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Wirtschaftsingenieurwesen/207_16-05-2023 Energie und Umweltressourcen.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Wirtschaftsingenieurwesen/398_01.06.2023 Wirtschaftsingenieurwesen (Bocholt).pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Wirtschaftsingenieurwesen/529_12.06.2023 Wirtschaftsingenieurwesen Projektmanagement.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Wirtschaftsingenieurwesen/141_11-05-2023 Mechatronik - Schwerpunkt Digitale.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Wirtschaftsingenieurwesen/305_23.05.2023 Wirtschaftsingenieurwesen.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Wirtschaftsingenieurwesen/220_16-05-2023 Wirtschaftsingenieurwesen.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Wirtschaftsingenieurwesen/941_07.07.2023 Wirtschaftsingenieurwesen - Bau.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Wirtschaftsingenieurwesen/420_03.06.2023 Wirtschaftsingenieurwesen Elektrotechnik.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Wirtschaftsingenieurwesen/535_12.06.2023 Wirtschaftsingenieurwesen _Technik-Management.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Wirtschaftsingenieurwesen/129_10-05-2023 Management and Engineering.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Wirtschaftsingenieurwesen/7_30-04-2025 Energiewissenschaften.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Wirtschaftsingenieurwesen/133_10-05-2023 Management für Ingenieur- und Naturwissenschaften.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Wirtschaftsingenieurwesen/245_19.05.2023 Wirtschaftsingenieurwesen.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Wirtschaftsingenieurwesen/499_08.06.2023 Wirtschaftsingenieurwesen Maschinenbau.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Wirtschaftsingenieurwesen/326_24.05.2023 Wirtschaftsingenieurwesen.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Wirtschaftsingenieurwesen/178_15-05-2023 Technischer Vertrieb.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Wirtschaftsingenieurwesen/166_12-05-2023 Sustainable Engineering and Management.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Wirtschaftsingenieurwesen/69_05-05-2023 Applied Research in Engineering Sciences.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Wirtschaftsingenieurwesen/276_21.05.2023 Wirtschaftsingenieurwesen.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
./PDF-files/Wirtschaftsingenieurwesen/22_02-05-2023 International Project Engineering.pdf,scanned,,1.0,assessment;content;credits_workload;learning_outcomes;modul_title,5
