filepath,exists,sustainability,nachhaltigkeit,entrepreneurship,unternehmertum,handlungsorientiert,sustainability_flag,entrepreneurship_flag
./PDF-files/Erneuerbare Energien/1453_03.08.2023 Nachhaltige Technische Prozesse.pdf,True,True,True,False,False,False,True,False
./PDF-files/Erneuerbare Energien/1418_28.07.2023 Green Engineering – Umwelt- und Energietechnik.pdf,True,False,False,False,False,False,False,False
./PDF-files/Erneuerbare Energien/1352_26.07.2023 Erneuerbare Energien.pdf,True,False,True,False,False,False,True,False
./PDF-files/Erneuerbare Energien/1486_04.08.2023 Sustainable Energy Competence.pdf,True,False,True,True,False,False,True,True
./PDF-files/Erneuerbare Energien/1492_07.08.2023 Technology of Biogenic Resources.pdf,True,False,True,False,False,True,True,True
"./PDF-files/Erneuerbare Energien/1503_07.08.2023 Verfahrenstechnik, Energietechnik und Umwelttechnik.pdf",True,False,True,False,False,False,True,False
./PDF-files/Erneuerbare Energien/1424_01.08.2023 Erneuerbare Energien.pdf,True,True,False,False,False,False,True,False
./PDF-files/Erneuerbare Energien/1438_01.08.2023 Mechatronic and Micro-Mechatronic Systems.pdf,True,False,False,False,False,False,False,False
./PDF-files/Erneuerbare Energien/1348_26.07.2023 Erneuerbare Energien.pdf,True,False,False,True,True,False,False,True
./PDF-files/Erneuerbare Energien/1466_03.08.2023 Regenerative Energien Online.pdf,True,True,True,False,False,False,True,False
./PDF-files/Erneuerbare Energien/1481_04.08.2023 SENCE _Sustainable Energy Competence - Nachhaltige Energiewirtschaft und -technik.pdf,True,False,True,True,False,False,True,True
./PDF-files/Erneuerbare Energien/1507_07.08.2023 Windenergietechnik.pdf,True,False,False,False,False,False,False,False
./PDF-files/Erneuerbare Energien/1421_28.07.2023 International Energy Engineering.pdf,True,True,False,False,False,False,True,False
./PDF-files/Erneuerbare Energien/1367_27.07.2023 Clean Energy Processes.pdf,True,True,True,False,False,False,True,False
./PDF-files/Erneuerbare Energien/1447_02.08.2023 Nachhaltige Energieversorgung.pdf,True,True,False,False,False,False,True,False
./PDF-files/Erneuerbare Energien/1446_02.08.2023 Nachhaltige Energie- und Umwelttechnologien.pdf,True,False,False,False,False,False,False,False
./PDF-files/Erneuerbare Energien/1496_07.08.2023 Umweltmeteorologie.pdf,True,False,True,False,False,False,True,False
./PDF-files/Erneuerbare Energien/1508_07.08.2023 Wind Energy Systems.pdf,True,False,False,False,False,False,False,False
./PDF-files/Erneuerbare Energien/1462_03.08.2023 Regenerative Energien.pdf,True,True,True,False,False,False,True,False
./PDF-files/Erneuerbare Energien/1390_28.07.2023 Energiesysteme und -wirtschaft.pdf,True,False,True,False,False,False,True,False
./PDF-files/Erneuerbare Energien/1509_07.08.2023 Wind Engineering.pdf,True,False,False,True,False,False,False,True
./PDF-files/Erneuerbare Energien/1450_03.08.2023 Nachhaltige Ingenieurwissenschaft.pdf,True,True,True,False,False,False,True,False
./PDF-files/Erneuerbare Energien/1497_07.08.2023 Umweltsicherung.pdf,True,False,True,False,False,False,True,False
./PDF-files/Erneuerbare Energien/1346_26.07.2023 Erneuerbare Energien.pdf,True,True,True,True,True,False,True,True
./PDF-files/Erneuerbare Energien/1506_07.08.2023 Wasserstofftechnologie und -wirtschaft.pdf,True,True,True,True,True,False,True,True
./PDF-files/Erneuerbare Energien/1500_07.08.2023 Umwelt- und Prozessingenieurwesen.pdf,True,True,True,False,False,False,True,False
./PDF-files/Erneuerbare Energien/1028_12.07.2023 Nachhaltige Energiesysteme.pdf,True,False,True,False,False,False,True,False
./PDF-files/Erneuerbare Energien/1362_27.07.2023 Automatisierte Energiesysteme.pdf,True,False,True,True,False,False,True,True
./PDF-files/Erneuerbare Energien/1355_27.07.2023 Erneuerbare Energien Management.pdf,True,True,True,False,False,False,True,False
./PDF-files/Erneuerbare Energien/1505_Erneuerbare Energien Wasserstofftechnik.pdf,True,False,False,False,False,False,False,False
./PDF-files/Erneuerbare Energien/1410_28.07.2023 Energiewirtschaft.pdf,True,False,False,False,False,False,False,False
./PDF-files/Erneuerbare Energien/1477_04.08.2023 Renewable Energy Systems.pdf,True,False,False,True,False,False,False,True
./PDF-files/Erneuerbare Energien/1473_04.08.2023 Renewable Energy _4 Semester.pdf,True,False,False,False,False,False,False,False
./PDF-files/Erneuerbare Energien/1449_02.08.2023 Nachhaltige Ingenieurwissenschaft.pdf,True,True,True,True,False,False,True,True
./PDF-files/Erneuerbare Energien/1451_03.08.2023 Nachhaltige Ingenieurwissenschaft.pdf,True,False,True,False,False,False,True,False
./PDF-files/Erneuerbare Energien/1399_28.07.2023 Energie- und Ressourceneffizienz.pdf,True,False,True,False,False,False,True,False
./PDF-files/Erneuerbare Energien/1425_01.08.2023 Management erneuerbarer Energien.pdf,True,True,True,False,False,False,True,False
./PDF-files/Erneuerbare Energien/1351_26.07.2023 Erneuerbare Energien.pdf,True,False,True,False,False,False,True,False
./PDF-files/Erneuerbare Energien/1409_28.07.2023 Energiewirtschaft.pdf,True,False,False,False,False,False,False,False
./PDF-files/Erneuerbare Energien/1356_27.07.2023 Erneuerbare Energien und Energiemanagement.pdf,True,False,False,False,False,False,False,False
./PDF-files/Erneuerbare Energien/1382_27.07.2023 Elektrotechnik_berufsbegleitendes Verbundstudium.pdf,True,False,False,False,False,False,False,False
./PDF-files/Erneuerbare Energien/1501_07.08.2023 Umwelt- und Ressourcentechnologie.pdf,True,False,False,False,False,False,False,False
./PDF-files/Erneuerbare Energien/1420_28.07.2023 Ingenieurwesen.pdf,True,False,True,False,False,False,True,False
./PDF-files/Erneuerbare Energien/1463_03.08.2023 Regenerative Energien.pdf,True,False,True,False,False,False,True,False
./PDF-files/Erneuerbare Energien/1396_28.07.2023 Energie- und Gebäudetechnik im Praxisverbund.pdf,True,False,False,False,False,False,False,False
./PDF-files/Erneuerbare Energien/1502_07.08.2023 Umwelt- und Ressourcentechnologie.pdf,True,True,True,False,False,False,True,False
./PDF-files/Erneuerbare Energien/1359_27.07.2023 Sustainable Energy Systems _erneuerbare Energien und Energieeffizienz.pdf,True,True,True,False,False,False,True,False
./PDF-files/Erneuerbare Energien/1479_04.08.2023 Ressourcenmanagement im Klimawandel _Berufsbegleitendes Studienprogramm des Graduate Campus Hochschule Aalen.pdf,True,False,True,False,False,False,True,False
./PDF-files/Erneuerbare Energien/1487_04.08.2023 Sustainable Energy Competence (SENCE).pdf,True,False,True,False,False,False,True,False
./PDF-files/Erneuerbare Energien/1467_03.08.2023 Regenerative Energiesysteme.pdf,True,False,True,False,False,False,True,False
./PDF-files/Erneuerbare Energien/1468_03.08.2023 Regenerative Energiesysteme.pdf,True,False,True,False,False,False,True,False
./PDF-files/Erneuerbare Energien/1385_27.07.2023 Elektro- und Informationstechnik.pdf,True,False,True,False,False,False,True,False
"./PDF-files/Erneuerbare Energien/1504_07.08.2023 Verfahrenstechnik, Energie-, Umwelt- und Biotechnologie.pdf",True,False,True,False,False,False,True,False
./PDF-files/Erneuerbare Energien/1440_01.08.2023 Nachhaltige Elektrische Energieversorgung.pdf,True,False,True,False,False,False,True,False
./PDF-files/Erneuerbare Energien/1400_28.07.2023 Energie-und Umweltmanagement.pdf,True,True,True,False,False,False,True,False
./PDF-files/Erneuerbare Energien/1510_07.08.2023 Zukunftsfähige Energie- und Umweltsysteme.pdf,True,True,False,False,False,False,True,False
./PDF-files/Erneuerbare Energien/1366_27.07.2023 Clean Energy Processes.pdf,True,True,False,False,False,False,True,False
./PDF-files/Erneuerbare Energien/1361_27.07.2023 Angewandte Naturwissenschaften und Technik.pdf,True,False,False,False,False,False,False,False
./PDF-files/Erneuerbare Energien/1452_03.08.2023 Nachhaltige Ingenieurwissenschaft _Kooperativer Studiengang.pdf,True,True,True,False,False,False,True,False
./PDF-files/Erneuerbare Energien/1469_03.08.2023 Regenerative Energiesysteme und Energiemanagement - Elektro- und Informationstechnik.pdf,True,False,False,False,False,False,False,False
./PDF-files/Erneuerbare Energien/1484_04.08.2023 Solar Energy Engineering.pdf,True,True,False,False,False,False,True,False
./PDF-files/Erneuerbare Energien/1413_28.07.2023 Energy Systems and Renewable Energies.pdf,True,True,False,True,False,False,True,True
./PDF-files/Erneuerbare Energien/1483_04.08.2023 Smart Energy Systems.pdf,True,False,False,True,False,False,False,True
./PDF-files/Erneuerbare Energien/1441_01.08.2023 Nachhaltige Energiesysteme.pdf,True,True,True,False,False,False,True,False
./PDF-files/Erneuerbare Energien/1498_07.08.2023 Umwelttechnik.pdf,True,True,True,True,True,False,True,True
./PDF-files/Erneuerbare Energien/1470_03.08.2023 Regenerative Energietechnik.pdf,True,False,True,False,False,False,True,False
./PDF-files/Erneuerbare Energien/1495_07.08.2023 Umweltingenieurwesen.pdf,True,True,True,True,False,False,True,True
./PDF-files/Erneuerbare Energien/1415_28.07.2023 Erneuerbare Offshore Energien.pdf,True,False,False,False,False,False,False,False
"./PDF-files/Erneuerbare Energien/1388_28.07.2023 Energie-, Gebäude- und Umweltmanagement.pdf",True,False,False,False,False,False,False,False
./PDF-files/Erneuerbare Energien/1419_28.07.2023 Green Technology Management.pdf,True,True,True,False,False,False,True,False
./PDF-files/Erneuerbare Energien/1444_02.08.2023 Nachhaltige Energietechnik.pdf,True,True,True,False,False,False,True,False
./PDF-files/Erneuerbare Energien/1457_03.08.2023 Physik grüner Technologien.pdf,True,False,False,False,False,False,False,False
./PDF-files/Erneuerbare Energien/1343_26.07.2023 Energiesysteme und Erneuerbare Energien.pdf,True,False,True,True,False,False,True,True
./PDF-files/Umweltingenieurwissenschaften/1216_20.07.2023 Umweltingenieurwissenschaften.pdf,True,False,True,False,False,False,True,False
./PDF-files/Umweltingenieurwissenschaften/1218_20.07.2023 Umweltingenieurwissenschaften.pdf,True,False,False,False,False,False,False,False
./PDF-files/Umweltingenieurwissenschaften/1766_20.08.2023 Wasserwirtschaft.pdf,True,False,False,False,False,False,False,False
./PDF-files/Umweltingenieurwissenschaften/1217_20.07.2023 Umweltingenieurwissenschaften.pdf,True,True,True,True,True,False,True,True
./PDF-files/Umweltingenieurwissenschaften/909_06.07.2023 Umweltingenieurwesen.pdf,True,False,True,False,False,False,True,False
./PDF-files/Umweltingenieurwissenschaften/917_06.07.2023 Umweltmanagement und Stadtplanung in Ballungsräumen (UMSB).pdf,True,False,True,False,False,False,True,False
./PDF-files/Umweltingenieurwissenschaften/1752_19.08.2023 Umweltschutztechnik.pdf,True,False,True,False,False,False,True,False
./PDF-files/Umweltingenieurwissenschaften/912_06.07.2023 Umweltingenieurwesen (Bau).pdf,True,False,True,False,False,False,True,False
./PDF-files/Umweltingenieurwissenschaften/1768_20.08.2023 Water Engineering.pdf,True,True,False,False,False,False,True,False
./PDF-files/Umweltingenieurwissenschaften/936_07.07.2023 Water Engineering.pdf,True,True,False,False,False,False,True,False
./PDF-files/Umweltingenieurwissenschaften/808_28.06.2023 Gewässerkunde und Wasserwirtschaft.pdf,True,False,True,False,False,False,True,False
./PDF-files/Umweltingenieurwissenschaften/1751_19.08.2023 Umweltschutztechnik.pdf,True,True,True,False,False,False,True,False
./PDF-files/Umweltingenieurwissenschaften/1753_19.08.2023 Umwelttechnik.pdf,True,False,True,False,False,False,True,False
./PDF-files/Umweltingenieurwissenschaften/777_27.06.2023 Biologie.pdf,True,False,True,False,False,False,True,False
./PDF-files/Umweltingenieurwissenschaften/933_07.07.2023 Wasserwirtschaft.pdf,True,False,False,False,False,False,False,False
./PDF-files/Umweltingenieurwissenschaften/1222_20.07.2023 Umweltingenieurwissenschaften.pdf,True,True,True,False,False,False,True,False
./PDF-files/Umweltingenieurwissenschaften/916_06.07.2023 Umweltmanagement und Stadtplanung in Ballungsräumen_berufsbegleitend.pdf,True,False,True,False,False,False,True,False
./PDF-files/Umweltingenieurwissenschaften/1365_27.07.2023 BWL - Energie- und Wassermanagement.pdf,True,False,True,False,False,False,True,False
./PDF-files/Umweltingenieurwissenschaften/1765_20.08.2023 Wasserwirtschaft.pdf,True,False,True,False,False,False,True,False
./PDF-files/Umweltingenieurwissenschaften/937_07.07.2023 Water Engineering.pdf,True,True,False,False,False,False,True,False
./PDF-files/Umweltingenieurwissenschaften/940_07.07.2023 Water Science and Engineering.pdf,True,True,True,False,False,False,True,False
./PDF-files/Umweltingenieurwissenschaften/1223_20.07.2023 Umweltingenieurwissenschaften.pdf,True,True,True,False,False,False,True,False
./PDF-files/Umweltingenieurwissenschaften/915_06.07.2023 Umweltingenieurwissenschaften.pdf,True,True,True,False,False,False,True,False
./PDF-files/Umweltingenieurwissenschaften/908_06.07.2023 Umweltingenieurwesen.pdf,True,False,True,False,False,False,True,False
./PDF-files/Umweltingenieurwissenschaften/1364_27.07.2023 BWL - Energie- und Wassermanagement.pdf,True,False,True,False,False,False,True,False
./PDF-files/Umweltingenieurwissenschaften/1758_20.08.2023 Umwelt- und Prozessingenieurwesen.pdf,True,True,True,False,False,False,True,False
./PDF-files/Umweltingenieurwissenschaften/914_06.07.2023 Umweltingenieurwesen - Vertiefung Resources and Environment.pdf,True,True,True,True,False,False,True,True
./PDF-files/Umweltingenieurwissenschaften/913_06.07.2023 Umweltingenieurwesen - Bau.pdf,True,True,True,False,False,False,True,False
./PDF-files/Elektrotechnik/1972_10.09.2023 Elektrotechnik.pdf,True,False,False,False,False,False,False,False
./PDF-files/Elektrotechnik/2038_14.09.2023 Ingenieurpädagogik Elektrotechnik-Informationstechnik.pdf,True,False,False,False,False,True,False,True
./PDF-files/Elektrotechnik/1986_10.09.2023 Elektro- und Informationstechnik.pdf,True,False,False,False,False,False,False,False
./PDF-files/Elektrotechnik/961_09.07.2023 Elektrotechnik Automatisierungstechnik.pdf,True,False,False,False,False,False,False,False
./PDF-files/Elektrotechnik/2032_14.09.2023 Informations- und Elektrotechnik.pdf,True,False,False,False,False,False,False,False
./PDF-files/Elektrotechnik/2157_20.09.2023 Elektro- und Informationstechnik.pdf,True,False,False,False,False,False,False,False
./PDF-files/Elektrotechnik/1977_10.09.2023 Elektrotechnik - Automation.pdf,True,False,False,True,True,False,False,True
./PDF-files/Elektrotechnik/1381_27.07.2023 Elektrotechnik.pdf,True,False,False,False,False,False,False,False
./PDF-files/Elektrotechnik/1991_11.09.2023 Elektro- und Informationstechnik.pdf,True,False,False,False,False,False,False,False
./PDF-files/Elektrotechnik/2150_20.09.2023 Elektrotechnik.pdf,True,False,True,False,False,False,True,False
./PDF-files/Elektrotechnik/1312_25.07.2023 Elektrotechnik.pdf,True,False,False,False,False,False,False,False
./PDF-files/Elektrotechnik/1482_04.08.2023 Smart Automation_Elektrotechnik.pdf,True,True,False,False,False,False,True,False
./PDF-files/Elektrotechnik/1971_10.09.2023 Elektrotechnik.pdf,True,False,True,True,True,False,True,True
./PDF-files/Elektrotechnik/2153_20.09.2023 Elektrotechnik dual.pdf,True,False,False,False,False,False,False,False
./PDF-files/Elektrotechnik/1229_20.07.2023 Elektrotechnik und Informationssystemtechnik.pdf,True,False,True,False,False,False,True,False
./PDF-files/Elektrotechnik/1973_10.09.2023 Elektrotechnik.pdf,True,False,False,True,False,False,False,True
./PDF-files/Elektrotechnik/1313_25.07.2023 Elektrotechnik.pdf,True,False,False,False,False,False,False,False
./PDF-files/Elektrotechnik/1969_10.09.2023 Elektrotechnik.pdf,True,False,False,False,False,False,False,False
./PDF-files/Elektrotechnik/2286_26.09.2023 Elektrotechnik.pdf,True,False,False,False,False,False,False,False
./PDF-files/Elektrotechnik/1383_27.07.2023 Elektrotechnik im Praxisverbund.pdf,True,False,False,False,False,False,False,False
./PDF-files/Elektrotechnik/1974_10.09.2023 Elektrotechnik.pdf,True,False,False,True,False,False,False,True
./PDF-files/Elektrotechnik/2031_14.09.2023 Informations- und Elektrotechnik.pdf,True,False,False,False,False,False,False,False
./PDF-files/Elektrotechnik/2155_20.09.2023 Elektrotechnik mobiler Systeme.pdf,True,False,False,False,False,False,False,False
./PDF-files/Elektrotechnik/2201_22.09.2023 Höheres Lehramt an beruflichen Schulen - Elektro- und Informationstechnik.pdf,True,False,False,False,False,False,False,False
./PDF-files/Elektrotechnik/2158_20.09.2023 Elektro- und Informationstechnik.pdf,True,True,True,False,False,False,True,False
./PDF-files/Elektrotechnik/1976_10.09.2023 Elektrotechnik - Automation.pdf,True,False,False,False,False,False,False,False
./PDF-files/Verfahrenstechnik/1643_13.08.2023 Chemietechnik Umwelttechnik.pdf,True,False,False,False,False,False,False,False
./PDF-files/Verfahrenstechnik/1597_12.08.2023 Biotechnologie.pdf,True,False,False,False,False,False,False,False
./PDF-files/Verfahrenstechnik/1546_09.08.2023 Verfahrenstechnik.pdf,True,False,True,False,False,False,True,False
./PDF-files/Verfahrenstechnik/1646_14.08.2023 Chemie- und Bioingenieurwesen.pdf,True,False,False,False,False,False,False,False
./PDF-files/Verfahrenstechnik/1651_14.08.2023 Chemische Technik.pdf,True,False,False,False,False,False,False,False
./PDF-files/Verfahrenstechnik/1670_16.08.2023 Lebensmittelsicherheit.pdf,True,False,True,False,False,False,True,False
./PDF-files/Verfahrenstechnik/1735_18.08.2023 Prozesstechnik.pdf,True,False,True,False,False,False,True,False
./PDF-files/Verfahrenstechnik/1363_27.07.2023 Bio- und Umweltverfahrenstechnik.pdf,True,False,False,False,False,False,False,False
./PDF-files/Verfahrenstechnik/1555_10.08.2023 Verfahrenstechnik.pdf,True,False,True,False,False,False,True,False
./PDF-files/Verfahrenstechnik/1538_09.08.2023 Umwelt- und Verfahrenstechnik.pdf,True,False,False,False,False,False,False,False
./PDF-files/Verfahrenstechnik/1722_18.08.2023 Pharmazeutische Bioprozesstechnik.pdf,True,True,True,True,True,False,True,True
./PDF-files/Verfahrenstechnik/1602_12.08.2023 Bio- und Chemieingenieurwesen.pdf,True,True,True,True,False,False,True,True
./PDF-files/Verfahrenstechnik/1592_12.08.2023 Bioingenieurwesen.pdf,True,True,True,True,False,False,True,True
./PDF-files/Verfahrenstechnik/1607_13.08.2023 Bio- und Prozess-Technologie.pdf,True,False,True,False,False,False,True,False
./PDF-files/Verfahrenstechnik/1636_13.08.2023 Chemieingenieurwesen_Farbe und Lack.pdf,True,False,True,False,False,False,True,False
./PDF-files/Verfahrenstechnik/1548_09.08.2023 Verfahrenstechnik.pdf,True,False,True,False,False,False,True,False
./PDF-files/Verfahrenstechnik/1658_14.08.2023 Engineering Science.pdf,True,False,False,False,False,False,False,False
./PDF-files/Verfahrenstechnik/1621_13.08.2023 Chemieingenieurwesen.pdf,True,True,False,False,False,False,True,False
./PDF-files/Verfahrenstechnik/1645_14.08.2023 Chemie- und Bioingenieurwesen.pdf,True,False,True,True,True,False,True,True
./PDF-files/Verfahrenstechnik/1778_20.08.2023 Wirtschaftsingenieurwesen_Maschinenbau.pdf,True,True,True,False,False,False,True,False
./PDF-files/Verfahrenstechnik/1750_19.08.2023 Umweltmonitoring und Forensische Chemie.pdf,True,True,False,False,False,False,True,False
./PDF-files/Verfahrenstechnik/1576_11.08.2023 Angewandte Chemie.pdf,True,False,True,True,False,False,True,True
./PDF-files/Verfahrenstechnik/1678_16.08.2023 Life Science Engineering.pdf,True,False,False,False,False,False,False,False
"./PDF-files/Verfahrenstechnik/1511_08.08.2023 Biotechnologie, Lebensmitteltechnologie und Verfahrenstechnik.pdf",True,False,True,False,False,False,True,False
./PDF-files/Verfahrenstechnik/1525_08.08.2023 Energie- und Verfahrenstechnik.pdf,True,True,False,False,False,False,True,False
./PDF-files/Verfahrenstechnik/1681_16.08.2023 Life Science Engineering.pdf,True,False,False,False,False,False,False,False
./PDF-files/Verfahrenstechnik/1641_13.08.2023 Chemietechnik.pdf,True,False,True,False,False,True,True,True
./PDF-files/Verfahrenstechnik/1676_16.08.2023 Lebensmitteltechnologie_Lebensmittelwirtschaft _praxisintegriert dual.pdf,True,False,False,False,False,False,False,False
./PDF-files/Verfahrenstechnik/1537_09.08.2023 Umwelt- und Verfahrenstechnik.pdf,True,False,True,False,False,False,True,False
./PDF-files/Verfahrenstechnik/1512_08.08.2023 Biotechnologie und chemische Verfahrenstechnik.pdf,True,False,False,False,False,False,False,False
./PDF-files/Verfahrenstechnik/1520_08.08.2023 Chemieingenieurwesen und Energieverfahrenstechnik.pdf,True,True,False,False,False,False,True,False
./PDF-files/Verfahrenstechnik/1593_12.08.2023 Biotechnologie.pdf,True,False,True,False,False,False,True,False
./PDF-files/Verfahrenstechnik/1614_13.08.2023 Chemical Engineering.pdf,True,True,False,False,False,False,True,False
./PDF-files/Verfahrenstechnik/1575_11.08.2023 Angewandte Chemie.pdf,True,False,True,False,False,False,True,False
./PDF-files/Verfahrenstechnik/1612_13.08.2023 Chemical Engineering.pdf,True,False,True,False,False,False,True,False
./PDF-files/Verfahrenstechnik/1542_09.08.2023 Umweltverfahrenstechnik und Recycling.pdf,True,True,True,False,False,False,True,False
./PDF-files/Verfahrenstechnik/1675_16.08.2023 Lebensmitteltechnologie_Lebensmittelwirtschaft.pdf,True,False,False,False,False,False,False,False
./PDF-files/Verfahrenstechnik/1741_19.08.2023 Sustainable Engineering - Nachhaltige Produkte und Prozesse.pdf,True,True,True,False,False,False,True,False
./PDF-files/Verfahrenstechnik/1376_27.07.2023 Elektromobilität.pdf,True,False,False,False,False,False,False,False
./PDF-files/Verfahrenstechnik/1674_16.08.2023 Lebensmitteltechnologie.pdf,True,False,True,False,False,False,True,False
./PDF-files/Verfahrenstechnik/1557_10.08.2023 Verfahrenstechnik_Chemieingenieurwesen.pdf,True,True,True,False,False,False,True,False
./PDF-files/Verfahrenstechnik/1595_12.08.2023 Biotechnologie.pdf,True,False,True,False,False,False,True,False
./PDF-files/Verfahrenstechnik/1533_09.08.2023 Pharmaverfahrenstechnik.pdf,True,True,True,False,False,True,True,True
./PDF-files/Verfahrenstechnik/1769_20.08.2023 Weinbau und Oenologie.pdf,True,False,False,True,False,False,False,True
./PDF-files/Verfahrenstechnik/1637_13.08.2023 Chemieingenieurwesen_ molekulare und strukturelle Produktgestaltung.pdf,True,True,True,False,False,False,True,False
./PDF-files/Verfahrenstechnik/1610_13.08.2023 Chemical Biotechnology.pdf,True,False,True,False,False,True,True,True
./PDF-files/Verfahrenstechnik/1679_16.08.2023 Life Science Engineering.pdf,True,False,True,False,False,False,True,False
"./PDF-files/Verfahrenstechnik/1967_10.09.2023 Elektromobilität, Autonomes Fahren und Mobile Robotik - International.pdf",True,False,False,False,False,False,False,False
./PDF-files/Verfahrenstechnik/1775_20.08.2023 Wirtschaftsingenieurwesen.pdf,True,True,True,True,False,False,True,True
./PDF-files/Verfahrenstechnik/1730_18.08.2023 Prozessautomatisierungstechnik.pdf,True,False,True,False,False,False,True,False
./PDF-files/Verfahrenstechnik/1581_11.08.2023 Angewandte Polymerchemie.pdf,True,True,True,False,False,False,True,False
./PDF-files/Verfahrenstechnik/1763_20.08.2023  Verfahrens- und Prozesstechnik.pdf,True,False,True,False,False,False,True,False
./PDF-files/Verfahrenstechnik/1710_17.08.2023 Molekulare Biotechnologie.pdf,True,False,True,False,False,True,True,True
./PDF-files/Verfahrenstechnik/1541_09.08.2023 Umweltverfahrenstechnik.pdf,True,False,False,False,False,False,False,False
./PDF-files/Verfahrenstechnik/1544_09.08.2023 Verfahrenstechnik.pdf,True,False,False,False,False,False,False,False
./PDF-files/Verfahrenstechnik/1606_13.08.2023 Bio- und Pharmatechnik.pdf,True,False,True,False,False,False,True,False
./PDF-files/Verfahrenstechnik/1747_19.08.2023 Technologie Nachwachsender Rohstoffe.pdf,True,False,True,False,False,False,True,False
./PDF-files/Verfahrenstechnik/1566_10.08.2023 Verfahrenstechnik und Naturstofftechnik.pdf,True,False,True,False,False,False,True,False
./PDF-files/Verfahrenstechnik/1535_09.08.2023 Rechnergestützte Verfahrenstechnik.pdf,True,False,False,False,False,False,False,False
./PDF-files/Verfahrenstechnik/1760_20.08.2023 Umwelt- und Ressourcentechnologie.pdf,True,True,True,False,False,False,True,False
./PDF-files/Verfahrenstechnik/2285_26.09.2023 Elektromobilität.pdf,True,True,True,False,False,False,True,False
./PDF-files/Verfahrenstechnik/1588_11.08.2023 Bioengineering.pdf,True,True,False,False,False,False,True,False
./PDF-files/Verfahrenstechnik/1552_10.08.2023 Verfahrenstechnik.pdf,True,False,True,False,False,False,True,False
./PDF-files/Verfahrenstechnik/1549_09.08.2023 Verfahrenstechnik.pdf,True,False,True,False,False,False,True,False
./PDF-files/Verfahrenstechnik/1605_13.08.2023 Bio- und Pharmatechnik.pdf,True,False,True,False,False,False,True,False
./PDF-files/Verfahrenstechnik/1634_13.08.2023 Chemieingenieurwesen_Campus Burghausen.pdf,True,False,True,False,False,False,True,False
./PDF-files/Verfahrenstechnik/1594_12.08.2023 Biotechnologie.pdf,True,False,False,False,False,False,False,False
./PDF-files/Verfahrenstechnik/1740_19.08.2023 Sales Engineering and Product Management.pdf,True,True,True,False,False,False,True,False
./PDF-files/Verfahrenstechnik/1745_19.08.2023 Technologie biogener Rohstoffe.pdf,True,True,False,False,False,True,True,True
./PDF-files/Verfahrenstechnik/1580_11.08.2023 Angewandte Pharmazie.pdf,True,False,False,True,False,False,False,True
./PDF-files/Verfahrenstechnik/1515_08.08.2023 Bioverfahrenstechnik.pdf,True,False,False,False,False,False,False,False
./PDF-files/Verfahrenstechnik/1609_13.08.2023 Chemical and Energy Engineering.pdf,True,True,False,False,False,False,True,False
./PDF-files/Verfahrenstechnik/1598_12.08.2023 Biotechnologie.pdf,True,False,True,False,False,False,True,False
./PDF-files/Verfahrenstechnik/1623_13.08.2023 Chemieingenieurwesen.pdf,True,False,False,False,False,False,False,False
./PDF-files/Verfahrenstechnik/1706_17.08.2023 Milch- und Verpackungswirtschaft.pdf,True,False,False,False,False,False,False,False
./PDF-files/Verfahrenstechnik/1521_08.08.2023 Chemieingenieurwesen_Verfahrenstechnik.pdf,True,False,True,False,False,False,True,False
./PDF-files/Verfahrenstechnik/1680_16.08.2023 Life Science Engineering.pdf,True,False,False,False,False,False,False,False
./PDF-files/Verfahrenstechnik/1654_14.08.2023 Computational Engineering and Design.pdf,True,False,False,False,False,False,False,False
./PDF-files/Verfahrenstechnik/1715_18.08.2023 Nachhaltige Verfahrens- und Umwelttechnik.pdf,True,False,True,False,False,False,True,False
./PDF-files/Verfahrenstechnik/1567_10.08.2023 Verfahrenstechnik und Umwelttechnik.pdf,True,False,True,False,False,False,True,False
./PDF-files/Verfahrenstechnik/1565_10.08.2023 Verfahrenstechnik und Naturstofftechnik.pdf,True,False,True,False,False,False,True,False
./PDF-files/Verfahrenstechnik/1585_11.08.2023 Betriebswirtschaft_Nachhaltigkeit und Ressourceneffizienz.pdf,True,False,True,True,False,False,True,True
./PDF-files/Verfahrenstechnik/1620_13.08.2023 Chemieingenieurwesen.pdf,True,False,True,False,False,False,True,False
./PDF-files/Verfahrenstechnik/1513_08.08.2023 Bio- und Prozess-Ingenieurwesen  Verfahrenstechnik.pdf,True,False,True,False,False,False,True,False
./PDF-files/Verfahrenstechnik/1729_18.08.2023 Process Safety and Environmental Engineering.pdf,True,True,False,False,False,False,True,False
./PDF-files/Verfahrenstechnik/1725_18.08.2023 Physical Engineering_Technik-Entwicklung.pdf,True,False,True,False,False,True,True,True
./PDF-files/Verfahrenstechnik/1630_13.08.2023 Chemieingenieurwesen.pdf,True,False,False,False,False,False,False,False
./PDF-files/Verfahrenstechnik/1638_13.08.2023 Chemieingenieurwesen_molekulare und strukturelle Produktgestaltung.pdf,True,True,True,False,False,False,True,False
./PDF-files/Verfahrenstechnik/1732_18.08.2023 Prozessingenieurwesen.pdf,True,False,False,True,False,False,False,True
./PDF-files/Verfahrenstechnik/1591_11.08.2023 Bioingenieurwesen.pdf,True,False,True,False,False,False,True,False
"./PDF-files/Verfahrenstechnik/1558_10.08.2023 Verfahrenstechnik, Dual (Ausbildung oder Trainee).pdf",True,False,False,False,False,False,False,False
