filepath,exists,sustainability,nachhaltigkeit,entrepreneurship,unternehmertum,handlungsorientiert,sustainability_flag,entrepreneurship_flag
./PDF-files/Mechatronik/1876_25.08.2023 Mechatronik.pdf,True,True,True,True,True,True,True,True
./PDF-files/Mechatronik/1958_05.09.2023 Digitale Systeme.pdf,True,False,False,False,False,False,False,False
./PDF-files/Mechatronik/2037_14.09.2023 Ingenieurpädagogik.pdf,True,False,True,False,False,False,True,False
./PDF-files/Mechatronik/1780_21.08.2023 Automatisierung_Mechatronik.pdf,True,False,False,False,False,False,False,False
./PDF-files/Mechatronik/2008_12.09.2023 Fahrzeugtechnik.pdf,True,False,False,False,False,False,False,False
./PDF-files/Mechatronik/1898_28.08.2023 Mechatronik - Kooperative Ingenieurausbildung.pdf,True,False,True,False,False,True,True,True
./PDF-files/Mechatronik/2009_12.09.2023 Fahrzeugtechnik.pdf,True,True,True,False,False,False,True,False
./PDF-files/Mechatronik/1839_23.08.2023 Mechatronik.pdf,True,False,False,False,False,False,False,False
./PDF-files/Mechatronik/1833_22.08.2023 Mechatronik.pdf,True,False,True,False,False,True,True,True
./PDF-files/Mechatronik/1947_31.08.2023 Bionics.pdf,True,True,True,False,False,False,True,False
./PDF-files/Mechatronik/1918_28.08.2023 Mechatronik und Robotik kooperativ.pdf,True,False,False,False,True,False,False,True
./PDF-files/Mechatronik/1792_21.08.2023 Fahrzeugmechatronik.pdf,True,False,False,True,False,False,False,True
./PDF-files/Mechatronik/1852_24.08.2023 Mechatronik.pdf,True,False,False,False,False,False,False,False
./PDF-files/Mechatronik/1881_25.08.2023 Mechatronik.pdf,True,False,False,False,False,False,False,False
./PDF-files/Mechatronik/1845_23.08.2023 Mechatronik.pdf,True,False,False,False,False,False,False,False
./PDF-files/Mechatronik/1905_28.08.2023 Mechatronik - Serviceingenieurwesen.pdf,True,False,False,False,False,False,False,False
./PDF-files/Mechatronik/1851_24.08.2023 Mechatronik.pdf,True,False,False,False,False,True,False,True
./PDF-files/Mechatronik/1922_28.08.2023 Robotik (Mechatronik).pdf,True,True,True,True,False,False,True,True
./PDF-files/Mechatronik/2136_19.09.2023 Technische Kybernetik.pdf,True,False,True,False,False,False,True,False
./PDF-files/Mechatronik/2121_19.09.2023 Sensorsystemtechnik.pdf,True,False,True,False,False,False,True,False
./PDF-files/Mechatronik/1942_31.08.2023 Autonome Systeme und Robotik.pdf,True,False,False,False,False,False,False,False
./PDF-files/Mechatronik/2099_18.09.2023 Medizintechnik.pdf,True,False,True,False,False,False,True,False
./PDF-files/Mechatronik/1841_23.08.2023 Mechatronik.pdf,True,False,True,True,False,False,True,True
./PDF-files/Mechatronik/1913_28.08.2023 Mechatronik und Informationstechnik.pdf,True,False,True,True,False,False,True,True
./PDF-files/Mechatronik/2122_19.09.2023 Simulation und Test.pdf,True,False,True,True,False,False,True,True
./PDF-files/Mechatronik/1810_22.08.2023 Mechatronik.pdf,True,False,False,False,False,False,False,False
./PDF-files/Mechatronik/1866_24.08.2023 Mechatronik.pdf,True,False,False,False,False,False,False,False
./PDF-files/Mechatronik/1945_31.08.2023 Biomechanik.pdf,True,False,True,True,False,False,True,True
./PDF-files/Mechatronik/1901_28.08.2023 MechatronikPlus - Kooperationsmodell mit Facharbeiterbrief.pdf,True,False,True,False,False,False,True,False
./PDF-files/Mechatronik/2077_15.09.2023 Mechanical and Process Engineering.pdf,True,True,False,False,False,False,True,False
./PDF-files/Mechatronik/1800_21.08.2023 Mechatronik.pdf,True,False,True,True,False,False,True,True
"./PDF-files/Mechatronik/1906_28.08.2023 Mechatronik, Teilzeit.pdf",True,False,False,False,False,False,False,False
./PDF-files/Mechatronik/1835_22.08.2023 Mechatronik.pdf,True,False,False,False,False,False,False,False
./PDF-files/Mechatronik/1821_22.08.2023 Mechatronik.pdf,True,False,False,False,False,False,False,False
./PDF-files/Mechatronik/1807_22.08.2023 Mechatronik.pdf,True,False,True,False,False,True,True,True
./PDF-files/Mechatronik/2124_19.09.2023 Smart Vehicle Systems im Praxisverbund.pdf,True,False,True,False,False,False,True,False
./PDF-files/Mechatronik/1874_25.08.2023 Mechatronik.pdf,True,True,True,False,False,False,True,False
./PDF-files/Mechatronik/1952_05.09.2023 Connected Lighting (berufsbegleitendes Verbundstudium).pdf,True,False,False,False,False,False,False,False
./PDF-files/Mechatronik/1802_21.08.2023 Mechatronik.pdf,True,False,False,False,False,False,False,False
./PDF-files/Mechatronik/2089_18.09.2023 Mechatronische Systeme.pdf,True,False,False,True,False,False,False,True
./PDF-files/Mechatronik/1921_28.08.2023 Nachhaltigkeitstechnologien (Mechatronik).pdf,True,True,True,True,False,False,True,True
./PDF-files/Mechatronik/2104_18.09.2023 Optical Engineering Laser Optik-Technologie.pdf,True,False,False,False,False,False,False,False
./PDF-files/Mechatronik/1875_25.08.2023 Mechatronik.pdf,True,True,True,True,True,True,True,True
./PDF-files/Mechatronik/2096_18.09.2023 Mechatronische und cyberphysische Systeme.pdf,True,False,False,False,False,False,False,False
./PDF-files/Mechatronik/1883_25.08.2023 Mechatronik.pdf,True,False,False,False,False,False,False,False
./PDF-files/Mechatronik/1809_22.08.2023 Mechatronik.pdf,True,False,False,False,False,False,False,False
./PDF-files/Mechatronik/2025_14.09.2023 Industrial Engineering.pdf,True,False,False,False,False,False,False,False
./PDF-files/Mechatronik/1818_22.08.2023 Mechatronik.pdf,True,False,True,False,False,False,True,False
./PDF-files/Mechatronik/1872_25.08.2023 Mechatronik.pdf,True,False,True,False,False,False,True,False
"./PDF-files/Mechatronik/1893_25.08.2023 Mechatronik, Dual.pdf",True,False,False,False,False,False,False,False
./PDF-files/Mechatronik/2138_19.09.2023 Technische Kybernetik und Systemtheorie.pdf,True,False,False,False,False,True,False,True
./PDF-files/Mechatronik/1885_25.08.2023 Mechatronik_Automatisierung.pdf,True,False,False,False,False,False,False,False
./PDF-files/Mechatronik/1892_25.08.2023 Mechatronik dual.pdf,True,False,False,False,False,False,False,False
./PDF-files/Mechatronik/1938_31.08.2023 Automatisierungstechnik und Robotik.pdf,True,False,True,False,False,False,True,False
./PDF-files/Mechatronik/1929_29.08.2023 Applied Research in Engineering Sciences.pdf,True,False,False,False,False,False,False,False
./PDF-files/Mechatronik/2024_14.09.2023 Humanoide Robotik.pdf,True,False,True,False,False,False,True,False
./PDF-files/Mechatronik/1878_25.08.2023 Mechatronik.pdf,True,False,False,False,False,False,False,False
./PDF-files/Mechatronik/1864_24.08.2023 Mechatronik.pdf,True,False,True,True,True,False,True,True
./PDF-files/Mechatronik/2103_18.09.2023 Micro- and Nanoengineering.pdf,True,False,False,False,False,False,False,False
./PDF-files/Mechatronik/2106_18.09.2023 Patentingenieurwesen.pdf,True,True,True,False,False,False,True,False
./PDF-files/Mechatronik/1903_28.08.2023 Mechatronik – Robotik und Automatisierung.pdf,True,False,False,False,False,False,False,False
./PDF-files/Mechatronik/1853_24.08.2023 Mechatronik.pdf,True,False,False,False,False,False,False,False
./PDF-files/Mechatronik/2137_19.09.2023 Technische Kybernetik und Systemtheorie.pdf,True,False,False,False,False,False,False,False
./PDF-files/Mechatronik/2085_18.09.2023 Mechatronics and Robotics.pdf,True,False,False,False,False,False,False,False
./PDF-files/Mechatronik/2012_12.09.2023 Fahrzeugtechnik_Lehramt.pdf,True,False,True,False,False,False,True,False
./PDF-files/Mechatronik/1816_22.08.2023 Mechatronik.pdf,True,False,False,False,False,False,False,False
./PDF-files/Mechatronik/1844_23.08.2023 Mechatronik.pdf,True,False,False,False,False,False,False,False
./PDF-files/Mechatronik/2133_19.09.2023 Technik.pdf,True,False,False,False,False,False,False,False
./PDF-files/Mechatronik/1915_28.08.2023 Mechatronik und Robotik.pdf,True,False,False,False,False,False,False,False
./PDF-files/Mechatronik/2116_18.09.2023 Robotik.pdf,True,False,False,True,False,False,False,True
./PDF-files/Mechatronik/1827_22.08.2023 Mechatronik.pdf,True,False,True,False,False,False,True,False
./PDF-files/Mechatronik/2094_18.09.2023 Mechatronische Systementwicklung.pdf,True,False,True,False,False,False,True,False
./PDF-files/Mechatronik/1858_24.08.2023 Mechatronik.pdf,True,True,True,False,False,False,True,False
./PDF-files/Mechatronik/1914_28.08.2023 Mechatronik und Produktentwicklung.pdf,True,False,True,True,True,False,True,True
./PDF-files/Mechatronik/1850_24.08.2023 Mechatronik.pdf,True,False,False,False,False,False,False,False
./PDF-files/Mechatronik/1927_29.08.2023 Angewandte Forschung in den Ingenieurwissenschaften.pdf,True,False,False,False,False,False,False,False
./PDF-files/Mechatronik/2139_19.09.2023 Technische Physik.pdf,True,False,True,False,False,False,True,False
./PDF-files/Mechatronik/1959_05.09.2023 Digitale Systeme.pdf,True,False,False,False,False,False,False,False
./PDF-files/Mechatronik/1820_22.08.2023 Mechatronik.pdf,True,False,False,False,False,False,False,False
./PDF-files/Mechatronik/1879_25.08.2023 Mechatronik.pdf,True,False,False,False,False,False,False,False
./PDF-files/Mechatronik/1919_28.08.2023 Medizintechnik (Mechatronik).pdf,True,True,True,True,False,False,True,True
./PDF-files/Mechatronik/1908_28.08.2023 Mechatronik und Automobiltechnik.pdf,True,False,True,False,False,False,True,False
./PDF-files/Mechatronik/1887_25.08.2023 Mechatronik_berufsbegleitendes Verbundstudium.pdf,True,False,False,False,False,False,False,False
./PDF-files/Mechatronik/1811_22.08.2023 Mechatronik.pdf,True,False,False,False,False,False,False,False
./PDF-files/Mechatronik/1954_05.09.2023 Digitale Bahnsysteme.pdf,True,False,False,False,False,False,False,False
./PDF-files/Mechatronik/2080_15.09.2023 Mechatronics.pdf,True,False,False,False,False,False,False,False
./PDF-files/Mechatronik/2111_18.09.2023 Precision Farming.pdf,True,False,False,True,True,False,False,True
./PDF-files/Mechatronik/1880_25.08.2023 Mechatronik.pdf,True,False,False,False,False,False,False,False
./PDF-files/Mechatronik/1910_28.08.2023 Mechatronik und digitale Automation.pdf,True,False,False,False,False,False,False,False
./PDF-files/Mechatronik/1812_22.08.2023 Mechatronik.pdf,True,False,True,False,False,False,True,False
./PDF-files/Mechatronik/1886_25.08.2023 Mechatronik_Berufsbegleitendes Studienprogramm des Graduate Campus Hochschule Aalen.pdf,True,False,True,False,False,False,True,False
./PDF-files/Mechatronik/1935_31.08.2023 Automatisierungstechnik und Elektro-Maschinenbau.pdf,True,False,False,False,False,False,False,False
./PDF-files/Mechatronik/1787_21.08.2023 Berufliche Bildung - Mechatronik.pdf,True,False,False,False,False,False,False,False
./PDF-files/Mechatronik/1926_29.08.2023 Angewandte Automatisierung (berufsbegleitend).pdf,True,False,False,False,False,False,False,False
./PDF-files/Mechatronik/1846_23.08.2023 Mechatronik.pdf,True,False,False,False,False,False,False,False
./PDF-files/Mechatronik/1840_23.08.2023 Mechatronik.pdf,True,False,False,False,False,False,False,False
./PDF-files/Mechatronik/1873_25.08.2023 Mechatronik.pdf,True,False,False,False,False,False,False,False
./PDF-files/Mechatronik/2092_18.09.2023 Mechatronische Systeme - Kooperative Ingenieurausbildung.pdf,True,True,True,False,False,True,True,True
./PDF-files/Mechatronik/2040_14.09.2023 Ingenieurwissenschaften.pdf,True,False,False,False,False,False,False,False
./PDF-files/Mechatronik/1899_28.08.2023 Mechatronik mit Homogenisierungsphase.pdf,True,False,False,False,False,False,False,False
./PDF-files/Mechatronik/2021_14.09.2023 Gesundheits- und Sportingenieurwesen.pdf,True,False,False,False,False,False,False,False
./PDF-files/Mechatronik/2023_14.09.2023 Höheres Lehramt an beruflichen Schulen für Fahrzeug- und Fertigungstechnik Gewerbelehrer-in.pdf,True,False,False,False,False,True,False,True
./PDF-files/Mechatronik/2120_19.09.2023 Robotik und Autonome Systeme.pdf,True,False,False,True,False,False,False,True
./PDF-files/Mechatronik/1805_21.08.2023 Mechatronik.pdf,True,True,False,False,False,True,True,True
./PDF-files/Mechatronik/1795_21.08.2023 Kooperatives Ingenieurstudium Mechatronik.pdf,True,False,False,False,False,False,False,False
./PDF-files/Mechatronik/1779_21.08.2023 Automation_Mechatronik.pdf,True,False,False,True,True,False,False,True
./PDF-files/Mechatronik/2115_18.09.2023 Robotik.pdf,True,False,False,False,False,False,False,False
./PDF-files/Mechatronik/2109_18.09.2023 Physikalische Ingenieurwissenschaft.pdf,True,True,True,False,False,False,True,False
./PDF-files/Mechatronik/1791_21.08.2023 Engineering - Mechatronik und Automation.pdf,True,False,False,False,False,False,False,False
./PDF-files/Mechatronik/2100_18.09.2023 Medizintechnik.pdf,True,False,False,False,False,False,False,False
./PDF-files/Mechatronik/2093_18.09.2023 Mechatronische Systeme - Kooperatives Ingenieurstudium.pdf,True,True,True,False,False,True,True,True
./PDF-files/Mechatronik/1813_22.08.2023 Mechatronik.pdf,True,False,True,False,False,False,True,False
./PDF-files/Mechatronik/2036_14.09.2023 Ingenieurpädagogik.pdf,True,False,True,False,False,True,True,True
./PDF-files/Mechatronik/2108_18.09.2023 Physikalische Ingenieurwissenschaft.pdf,True,True,True,False,False,False,True,False
./PDF-files/Mechatronik/1943_31.08.2023 Autonomous Driving.pdf,True,False,False,False,False,False,False,False
./PDF-files/Mechatronik/1859_24.08.2023 Mechatronik.pdf,True,True,True,False,False,False,True,False
./PDF-files/Mechatronik/157_12.05.2023 Robotik und Künstliche Intelligenz in der Produktion.pdf,True,False,True,False,False,False,True,False
./PDF-files/Mechatronik/2088_18.09.2023 Mechatronic Systems.pdf,True,False,False,False,False,False,False,False
./PDF-files/Mechatronik/1832_22.08.2023 Mechatronik.pdf,True,False,False,False,False,False,False,False
./PDF-files/Mechatronik/1804_21.08.2023 Mechatronik.pdf,True,False,False,False,False,False,False,False
./PDF-files/Mechatronik/1808_22.08.2023 Mechatronik.pdf,True,False,False,False,False,False,False,False
./PDF-files/Mechatronik/1842_23.08.2023 Mechatronik.pdf,True,False,True,True,False,False,True,True
./PDF-files/Mechatronik/1785_21.08.2023 Automobiltechnologie - Mechatronik und IT.pdf,True,False,True,False,False,False,True,False
./PDF-files/Mechatronik/1817_22.08.2023 Mechatronik.pdf,True,False,False,False,False,True,False,True
./PDF-files/Mechatronik/1837_23.08.2023 Mechatronik.pdf,True,False,False,True,False,False,False,True
./PDF-files/Mechatronik/2091_18.09.2023 Mechatronische Systeme.pdf,True,True,True,False,False,True,True,True
./PDF-files/Mechatronik/2098_18.09.2023 Medizintechnik.pdf,True,False,True,False,False,False,True,False
./PDF-files/Mechatronik/1803_21.08.2023 Mechatronik.pdf,True,False,False,False,False,False,False,False
./PDF-files/Mechatronik/2078_15.09.2023 Mechatronic and Cyber-Physical Systems.pdf,True,False,False,False,False,False,False,False
./PDF-files/Mechatronik/2102_18.09.2023 Medizintechnik und Assistenzsysteme.pdf,True,True,True,True,False,False,True,True
./PDF-files/Mechatronik/2013_12.09.2023 Fahrzeugtechnik_Lehramt-.pdf,True,False,True,False,False,True,True,True
./PDF-files/Mechatronik/1941_31.08.2026 Automotive Systems.pdf,True,True,True,False,False,False,True,False
./PDF-files/Mechatronik/1912_28.08.2023 Mechatronik und Informationstechnik.pdf,True,False,True,False,False,False,True,False
./PDF-files/Mechatronik/2039_14.09.2023 Ingenieurpädagogik Fahrzeugtechnik Maschinenbau.pdf,True,False,False,False,False,True,False,True
./PDF-files/Mechatronik/1966_10.09.2023 Elektrische Verkehrssysteme.pdf,True,False,False,False,False,False,False,False
./PDF-files/Mechatronik/1917_28.08.2023 Mechatronik und Robotik.pdf,True,False,True,True,True,False,True,True
./PDF-files/Mechatronik/1993_11.09.2023 Embedded Systems Design.pdf,True,False,False,False,False,False,False,False
./PDF-files/Mechatronik/1968_10.09.2023 Elektronische und Mechatronische Systeme.pdf,True,False,False,False,False,False,False,False
./PDF-files/Mechatronik/1865_24.08.2023 Mechatronik.pdf,True,False,False,False,False,False,False,False
./PDF-files/Mechatronik/1823_22.08.2023 Mechatronik.pdf,True,False,True,False,False,False,True,False
./PDF-files/Mechatronik/1953_05.09.2023 Datenmanagement in Produktentwicklung und Produktion.pdf,True,False,False,False,False,False,False,False
./PDF-files/Mechatronik/1786_21.08.2023 Automotive und Mechatronik.pdf,True,False,False,False,False,False,False,False
./PDF-files/Maschinenbau/2365_30.09.2023 Maschinenbau.pdf,True,True,True,False,False,False,True,False
./PDF-files/Maschinenbau/2366_30.09.2023 Maschinenbau.pdf,True,False,False,False,False,False,False,False
./PDF-files/Maschinenbau/2256_25.09.2023 Berufsbegleitendes Ingenieurstudium Product Development and Manufacturing.pdf,True,False,False,False,False,False,False,False
./PDF-files/Maschinenbau/1193_19.07.2023 Maschinenbau.pdf,True,True,True,False,False,False,True,False
./PDF-files/Maschinenbau/2260_25.09.2023 Biomedizinische Technik.pdf,True,True,True,False,False,False,True,False
./PDF-files/Maschinenbau/2282_26.09.2023 Digital Technology and Management.pdf,True,True,True,True,False,False,True,True
./PDF-files/Maschinenbau/1685_16.08.2023 Maschinenbau.pdf,True,True,True,True,True,False,True,True
./PDF-files/Maschinenbau/1026_12.07.2023 Maschinenbau - Versorgungs- und Energiemanagement.pdf,True,False,False,False,False,False,False,False
./PDF-files/Maschinenbau/2352_29.09.2023 Leichtbau und Simulation.pdf,True,False,False,False,False,False,False,False
./PDF-files/Maschinenbau/2065_15.09.2023 Maschinenbau.pdf,True,False,True,False,False,False,True,False
./PDF-files/Maschinenbau/2274_26.09.2023 Design- und Projektmanagement.pdf,True,False,True,False,False,False,True,False
./PDF-files/Maschinenbau/2294_28.09.2023 Engineering - Produktionstechnik.pdf,True,False,False,False,False,False,False,False
./PDF-files/Maschinenbau/2246_25.09.2023 Automotive.pdf,True,False,False,False,False,True,False,True
./PDF-files/Maschinenbau/2258_25.09.2023 Biomechanical Engineering.pdf,True,False,False,False,False,False,False,False
./PDF-files/Maschinenbau/1687_16.08.2023 Maschinenbau.pdf,True,False,True,False,False,False,True,False
./PDF-files/Maschinenbau/2251_25.09.2023 Autonome Systeme.pdf,True,False,True,False,False,False,True,False
./PDF-files/Maschinenbau/2280_26.09.2023 Digitale Transformation Maschinenbau.pdf,True,False,False,False,False,True,False,True
./PDF-files/Maschinenbau/2313_28.09.2023 Industrial Engineering and Management.pdf,True,False,False,False,False,False,False,False
./PDF-files/Maschinenbau/1436_01.08.2023 Maschinenbau dual ausbildungsintegrierend.pdf,True,False,True,False,False,False,True,False
./PDF-files/Maschinenbau/2295_28.09.2023 Engineering - Produktionstechnik mit Schwerpunkt Instandhaltung.pdf,True,False,False,False,False,False,False,False
./PDF-files/Maschinenbau/2322_28.09.2023 Ingenieurpädagogik Maschinenbau - Automatisierungstechnik.pdf,True,False,False,False,False,True,False,True
./PDF-files/Maschinenbau/2345_29.09.2023 Konstruktionstechnik und Produktentwicklung im Maschinenbau.pdf,True,True,True,True,False,False,True,True
./PDF-files/Maschinenbau/1433_01.08.2023 Maschinenbau.pdf,True,False,True,False,False,False,True,False
./PDF-files/Maschinenbau/1697_17.08.2023 Maschinenbau.pdf,True,True,True,True,False,False,True,True
./PDF-files/Maschinenbau/1423_28.07.2023 Maschinenbau.pdf,True,False,True,False,False,False,True,False
./PDF-files/Maschinenbau/2238_24.09.2023 Applied Research in Engineering Sciences.pdf,True,False,False,False,False,False,False,False
./PDF-files/Maschinenbau/2242_25.09.2023 Automobilentwicklung.pdf,True,False,False,False,False,False,False,False
./PDF-files/Maschinenbau/2371_29.07.2024 Maschinenbau.pdf,True,False,False,False,False,False,False,False
./PDF-files/Maschinenbau/1683_16.08.2023 Maschinenbau.pdf,True,False,False,False,False,False,False,False
./PDF-files/Maschinenbau/2293_28.09.2023 Engineering - Kunststofftechnik.pdf,True,False,False,False,False,False,False,False
./PDF-files/Maschinenbau/2292_28.09.2023 Engineering - Konstruktion.pdf,True,False,False,False,False,False,False,False
./PDF-files/Maschinenbau/2051_15.09.2023 Maschinenbau.pdf,True,False,True,False,False,False,True,False
./PDF-files/Maschinenbau/2344_29.09.2023 Konstruktionstechnik.pdf,True,False,False,False,False,False,False,False
./PDF-files/Maschinenbau/2367_30.09.2023 Maschinenbau.pdf,True,False,False,False,False,False,False,False
./PDF-files/Maschinenbau/2275_26.09.2023 Digital Engineering im Maschinenbau.pdf,True,True,True,False,False,False,True,False
./PDF-files/Maschinenbau/2278_26.09.2023 Digitale Produktion.pdf,True,True,True,True,True,False,True,True
./PDF-files/Maschinenbau/2369_30.09.2023 Maschinenbau.pdf,True,False,True,False,False,False,True,False
./PDF-files/Maschinenbau/2353_29.09.2023 Logistik.pdf,True,False,False,False,False,False,False,False
./PDF-files/Maschinenbau/1571_11.08.2023 Allgemeiner Maschinenbau.pdf,True,False,True,False,False,False,True,False
./PDF-files/Maschinenbau/1693_16.08.2023 Maschinenbau.pdf,True,False,True,False,False,False,True,False
./PDF-files/Maschinenbau/1686_17.08.2023 Maschinenbau.pdf,True,True,True,False,False,False,True,False
./PDF-files/Maschinenbau/2287_26.09.2023 Energie-Ingenieurwesen.pdf,True,False,True,False,False,False,True,False
./PDF-files/Maschinenbau/1699_17.08.2023 Maschinenbau.pdf,True,False,True,False,False,False,True,False
./PDF-files/Maschinenbau/2211_22.09.2023 Maschinenbau_Verfahrens- und Energietechnik.pdf,True,False,True,True,False,False,True,True
./PDF-files/Maschinenbau/2250_25.09.2023 Automotive Systems.pdf,True,False,False,False,False,False,False,False
./PDF-files/Maschinenbau/2240_25.09.2023 Automatisierungstechnik.pdf,True,False,True,True,False,False,True,True
./PDF-files/Maschinenbau/2253_25.09.2023 Berechnung und Simulation im Maschinenbau.pdf,True,True,True,True,False,False,True,True
./PDF-files/Maschinenbau/1698_17.08.2023 Maschinenbau.pdf,True,True,True,False,False,False,True,False
./PDF-files/Maschinenbau/2271_26.09.2023 Cyber Security.pdf,True,False,True,False,False,False,True,False
./PDF-files/Maschinenbau/1796_21.08.2023 Maschinenbau Mechatronik.pdf,True,False,False,False,False,False,False,False
"./PDF-files/Maschinenbau/2299_28.09.2023 Fahrzeugentwicklung, Energietechnik und Produktionsplanung.pdf",True,False,False,True,False,False,False,True
./PDF-files/Maschinenbau/1702_17.08.2023 Maschinenbau dual.pdf,True,False,False,False,False,False,False,False
./PDF-files/Maschinenbau/2049_15.09.2023 Maschinenbau.pdf,True,False,False,False,False,False,False,False
./PDF-files/Maschinenbau/1020_11.07.2023 Ingenieurpädagogik Versorgungstechnik - Maschinenbau.pdf,True,False,False,False,False,True,False,True
./PDF-files/Maschinenbau/2342_29.09.2023 International Production Engineering and Management.pdf,True,True,True,True,False,False,True,True
./PDF-files/Maschinenbau/2263_26.09.2023 Computational Engineering Science (Informationstechnik im Maschinenwesen).pdf,True,True,True,False,False,False,True,False
./PDF-files/Maschinenbau/2370_30.09.2023 Maschinenbau.pdf,True,False,True,False,False,False,True,False
./PDF-files/Maschinenbau/2255_25.09.2023 Berufsbegleitendes Ingenieurstudium Maschinenbau.pdf,True,False,False,False,False,False,False,False
./PDF-files/Maschinenbau/2070_15.09.2023 Maschinenbau Master berufsbegleitend.pdf,True,False,False,False,False,False,False,False
./PDF-files/Maschinenbau/2273_26.09.2023 Design and Development in Automotive and Mechanical Engineering.pdf,True,True,False,False,False,False,True,False
./PDF-files/Maschinenbau/2053_15.09.2023 Maschinenbau.pdf,True,True,True,False,False,False,True,False
./PDF-files/Maschinenbau/2063_15.09.2023 Maschinenbau.pdf,True,False,True,True,False,False,True,True
./PDF-files/Maschinenbau/2354_29.09.2023  Logistik.pdf,True,False,False,False,False,False,False,False
./PDF-files/Maschinenbau/2296_28.09.2023 Engineering - Prüftechnik und Qualitätsmanagement.pdf,True,False,False,False,False,False,False,False
./PDF-files/Maschinenbau/2335_29.09.2023 Integrierte Technologie- und Systementwicklung (Teilzeit).pdf,True,False,True,False,False,False,True,False
./PDF-files/Maschinenbau/1437_01.08.2023 Maschinenbau dual praxisintegrierend.pdf,True,False,True,False,False,False,True,False
./PDF-files/Maschinenbau/1936_31.08.2023 Automatisierungstechnik und Elektro-Maschinenbau kooperativ.pdf,True,False,False,False,False,False,False,False
./PDF-files/Maschinenbau/1432_01.08.2023 Maschinenbau.pdf,True,False,False,False,False,False,False,False
./PDF-files/Maschinenbau/2069_15.09.2023 Maschinenbau (Kooperativer Studiengang).pdf,True,True,True,False,False,False,True,False
./PDF-files/Maschinenbau/2066_15.09.2023 Maschinenbau.pdf,True,False,False,False,False,False,False,False
./PDF-files/Maschinenbau/1358_27.07.2023 Maschinenbau - Erneuerbare Energien.pdf,True,False,False,False,False,False,False,False
./PDF-files/Maschinenbau/2248_25.09.2023 Automotive Production Engineering.pdf,True,True,False,True,False,False,True,True
./PDF-files/Maschinenbau/2230_24.09.2023 Allgemeiner Maschinenbau.pdf,True,False,True,False,False,False,True,False
./PDF-files/Maschinenbau/2064_15.09.2023 Maschinenbau.pdf,True,True,True,False,False,False,True,False
./PDF-files/Maschinenbau/1696_17.08.2023 Maschinenbau.pdf,True,False,True,False,False,False,True,False
./PDF-files/Maschinenbau/2057_15.09.2023 Maschinenbau.pdf,True,True,True,True,True,False,True,True
"./PDF-files/Maschinenbau/2224_24.09.2023 Additive Fertigung - Werkstoffe, Entwicklung und Leichtbau.pdf",True,False,True,False,False,False,True,False
./PDF-files/Maschinenbau/2245_25.09.2023 Automobiltechnologie - Nachhaltige Fahrzeug- und Antriebstechnik.pdf,True,False,True,False,False,False,True,False
./PDF-files/Maschinenbau/2232_24.09.2023 Allgemeiner Maschinenbau.pdf,True,False,True,False,False,False,True,False
./PDF-files/Maschinenbau/2052_15.09.2023 Maschinenbau.pdf,True,False,False,False,False,False,False,False
./PDF-files/Maschinenbau/1195_19.07.2023 Maschinenbau Produktionstechnik.pdf,True,False,False,False,False,False,False,False
./PDF-files/Maschinenbau/2312_28.09.2023 Industrial Engineering.pdf,True,False,True,False,False,False,True,False
./PDF-files/Maschinenbau/2228_24.09.2023 Aerospace Engineering.pdf,True,False,True,False,False,False,True,False
./PDF-files/Maschinenbau/2336_29.09.2023 Integrierte Technologie- und Systementwicklung_Vollzeit.pdf,True,False,True,False,False,False,True,False
./PDF-files/Maschinenbau/2304_28.09.2023 Feinwerktechnik_Precision Engineering.pdf,True,False,False,False,False,False,False,False
./PDF-files/Maschinenbau/2291_28.09.2023 Engineering_Design.pdf,True,False,True,False,False,False,True,False
./PDF-files/Maschinenbau/1426_01.08.2023 Maschinenbau.pdf,True,True,True,False,False,False,True,False
./PDF-files/Maschinenbau/2374_29.07.2024 Maschinenbau.pdf,True,False,False,False,False,False,False,False
./PDF-files/Maschinenbau/2320_28.09.2023 Ingenieurpädagogik Fahrzeugtechnik  Maschinenbau.pdf,True,False,False,False,False,True,False,True
./PDF-files/Maschinenbau/2334_29.09.2023 Integrierte Produktentwicklung.pdf,True,False,False,True,False,False,False,True
./PDF-files/Maschinenbau/2348_29.09.2023 Kunststofftechnik.pdf,True,False,False,False,False,True,False,True
./PDF-files/Maschinenbau/2061_15.09.2023 Maschinenbau.pdf,True,False,False,False,False,True,False,True
./PDF-files/Maschinenbau/2305_28.09.2023 Fertigungstechnik.pdf,True,False,False,False,False,True,False,True
./PDF-files/Maschinenbau/2277_26.09.2023 Digitale Produktentwicklung - Maschinenbau.pdf,True,False,False,False,False,False,False,False
./PDF-files/Maschinenbau/1797_21.08.2023 Maschinenbau_Mechatronik.pdf,True,False,False,False,False,False,False,False
./PDF-files/Maschinenbau/2265_26.09.2023 Computational Methods in Engineering.pdf,True,False,False,False,False,False,False,False
./PDF-files/Maschinenbau/1175_19.07.2023 Allgemeiner Maschinenbau.pdf,True,False,True,False,False,False,True,False
./PDF-files/Architektur/2376_29.07.2024 Architektur.pdf,True,False,True,False,False,False,True,False
./PDF-files/Erneuerbare Energien/1386_27.07.2023 Elektro- und Informationstechnik.pdf,True,False,False,False,False,False,False,False
./PDF-files/Erneuerbare Energien/1368_27.07.2023 Digital Energy and Business.pdf,True,False,True,False,False,False,True,False
